低密度舒适小区 优质配套 业主很诚意,光大花园中海锦榕湾,工业大道北,3室2厅 ,109.59, 南 , 简装 ,33,2010, 塔楼,1,7,8600000.0,"78,475元/平",VR看装修 房本满五年 随时看房 
东南向高层三房 格局方正 采光通风好 视野宽阔 过五年,富力顺意花园,江燕路,3室2厅 ,94.03, 东南 , 其他 ,23,2005, 塔楼,1,25,5280000.0,"56,153元/平",近地铁 VR房源 房本满两年 
海珠干警小区电梯两房，格局方正，采光好,新业路20-42号（双号）,工业大道南,2室1厅 ,65.68, 东北 , 其他 ,13,2000, 塔楼,0,25,2680000.0,"40,804元/平",VR看装修 房本满五年 
花园小区 中层3房 精致装修，通风采光好,江南雅居,昌岗,3室2厅 ,83.76, 东南 , 精装 ,9,1997, 塔楼,0,17,3880000.0,"46,323元/平",VR房源 房本满五年 
近地铁，省级菩提，2000年，精装修，电梯已签名,蝶翠新居,沙园,1室1厅 ,37.0, 东 , 简装 ,9,2000, 塔楼,0,30,1600000.0,"43,244元/平",近地铁 VR看装修 房本满五年 
南洲花苑 准电梯 南向大三房  视野开阔 业主诚意卖,南洲花苑AB区,南洲,3室2厅 ,76.04, 南 , 精装 ,9,1996, 塔楼,1,30,2680000.0,"35,245元/平",近地铁 VR看装修 房本满五年 
2.8号线昌岗双地铁口  欧式园小区 安静舒服,柏涛雅苑,昌岗,2室1厅 ,69.4, 东北 , 其他 ,11,2001, 塔楼,1,20,3920000.0,"56,485元/平",VR房源 房本满五年 
穗花新村 原装 全新精装三房 带80平自用平台,穗花新村,昌岗,3室2厅 ,75.07, 东南 , 其他 ,20,1990, 塔楼,4,17,4380000.0,"58,346元/平",近地铁 VR看装修 房本满五年 
尚领时代 1室0厅 南,尚领时代,东晓南,1室0厅 ,45.4, 南 , 其他 ,18,2006, 塔楼,1,25,2300000.0,"50,661元/平",VR看装修 房本满五年 
江南苑 2室1厅 南 北,江南苑,工业大道北,2室1厅 ,50.8, 南 北 , 精装 ,9,1998, 塔楼,1,25,1960000.0,"38,583元/平",近地铁 VR看装修 房本满五年 
保利海棠中空复式两层，高层两房，西南向望花园,保利海棠花园,江燕路,2室1厅 ,76.8, 西南 , 简装 ,11,2005, 塔楼,0,17,5860000.0,"76,303元/平",近地铁 VR看装修 房本满五年 
金穗东苑 精装修 电梯高层3房2卫 视野开阔采光通风好,金穗东苑,赤岗,3室2厅 ,142.0, 南 , 精装 ,22,2008, 塔楼,0,16,9200000.0,"64,789元/平",VR房源 房本满五年 
革新路 1室1厅 南,革新路,工业大道北,1室1厅 ,47.15, 南 , 其他 ,9,1995, 塔楼,0,17,1480000.0,"31,390元/平",近地铁 VR看装修 房本满五年 
电梯   单边位  明房明屋  视野开阔,滨江东路(海珠),滨江中,3室1厅 ,62.38, 东南 南 , 精装 ,8,2000, 塔楼,0,24,2520000.0,"40,398元/平",VR房源 房本满五年 
珠光高派华庭 1室0厅 北,珠光高派华庭,滨江东,1室0厅 ,36.31, 北 , 其他 ,31,2006, 塔楼,0,18,2000000.0,"55,082元/平",近地铁 VR房源 房本满五年 
石岗路  框架结构  正规三房  户型方正,石岗路34号大院,工业大道南,3室2厅 ,75.16, 南 , 其他 ,8,1990, 塔楼,0,30,2100000.0,"27,941元/平",VR看装修 房本满五年 
昌岗花园小区 电梯两房 高层望花园 户型方正明亮通透,柏涛雅苑,昌岗,2室1厅 ,72.53, 北 , 精装 ,11,2001, 塔楼,2,27,3850000.0,"53,082元/平",近地铁 VR房源 房本满五年 
过五唯一，二期，通风采光好，户型方正实用,悦安花园,昌岗,2室1厅 ,75.69, 东 , 其他 ,19,2002, 塔楼,0,20,3590000.0,"47,431元/平",近地铁 VR房源 房本满五年 
万丰花园 东南向精装大三房 距离江南西地铁站300米,万丰花园,前进路,3室2厅 ,114.06, 东南 , 精装 ,26,1999, 塔楼,1,25,5550000.0,"48,659元/平",近地铁 VR房源 房本满五年 
昌岗中路 广电物业兰亭熙园 南向三房 安静舒适,兰亭熙园,昌岗,3室1厅 ,90.85, 南 , 简装 ,17,2008, 塔楼,0,17,5700000.0,"62,741元/平",近地铁 VR房源 房本满五年 
南向大两房 全明屋 装修精致 拎包入住,银山尚橙,工业大道北,2室1厅 ,84.41, 东南 , 其他 ,28,2013, 塔楼,1,26,4680000.0,"55,444元/平",近地铁 VR看装修 房本满两年 
逸景翠园 高层南向四房 全新装修 年底开通地铁,逸景翠园,广州大道南,3室2厅 ,130.13, 南 , 其他 ,13,2003, 塔楼,1,21,8700000.0,"66,857元/平",VR房源 房本满五年 
逸景翠园 南北对流  楼龄新  买回来直接入住,逸景翠园,广州大道南,3室2厅 ,104.04, 北 , 其他 ,28,2011, 塔楼,1,26,6300000.0,"60,554元/平",VR房源 房本满两年 
户型方正，高层视野好，满五唯一省税费,罗马家园,沥滘,3室2厅 ,91.94, 西 , 精装 ,25,2007, 塔楼,0,25,3620000.0,"39,282元/平",VR看装修 房本满五年 
海富花园 3室1厅 东北,海富花园,江燕路,3室1厅 ,93.01, 东北 , 精装 ,24,2011, 塔楼,0,27,5400000.0,"58,059元/平",近地铁 VR房源 房本满五年 
次新房 南向大三房 高层视野好,佳兆业君汇上品,前进路,3室1厅 ,128.79, 东南 , 简装 ,30,2013, 塔楼,0,18,9600000.0,"74,540元/平",近地铁 VR看装修 房本满五年 
晓港湾 2室1厅 东,晓港湾,东晓南,2室1厅 ,72.03, 东 , 其他 ,9,1999, 塔楼,0, 1个月以前发布,2900000.0,"40,262元/平",近地铁 VR看装修 房本满五年 
东晓南地铁口盘，采光好的西南两房,晓港湾,东晓南,2室1厅 ,74.34, 西南 , 其他 ,32,2005, 塔楼,1,18,3200000.0,"43,046元/平",近地铁 VR房源 房本满五年 
保利花园 中高层 前面视野没遮挡 装修保养好 视野开阔,保利花园(海珠),工业大道中,2室2厅 ,80.35, 西南 , 精装 ,11,2000, 板楼,0,19,4100000.0,"51,027元/平",近地铁 VR房源 房本满五年 
此房电梯楼，满五唯一税费少，采光好，生活配套完善,敦和路225-243号宿舍（单号）,赤岗,2室2厅 ,75.4, 东北 , 精装 ,9,1997, 塔楼,0,18,2730000.0,"36,207元/平",VR看装修 房本满五年 
加装电梯，三房方正实用，通风采光好,景致花园,赤岗,3室1厅 ,98.96, 南 , 简装 ,9,1997, 塔楼,0,18,4400000.0,"44,463元/平",近地铁 VR房源 房本满五年 
南向单边位 高层没按揭 户型方正实用,叠彩园,广州大道南,2室1厅 ,74.88, 南 , 简装 ,13,2002, 塔楼,0,30,4400000.0,"58,761元/平",VR房源 房本满五年 
江南西商圈 南向两房 精装修 马赛克外墙楼龄新,云锦居,宝岗,2室1厅 ,41.23, 西南 , 简装 ,9,1999, 塔楼,0,31,1680000.0,"40,748元/平",近地铁 VR看装修 房本满两年 
赤岗地铁口 北向电梯看花园 精装修 过二年唯一,粤信广场,赤岗,2室1厅 ,64.2, 北 东北 , 精装 ,9,1996, 塔楼,3,27,3450000.0,"53,739元/平",近地铁 VR房源 房本满两年 
和平家园南向大两房，望花园，中层很舒适！c,和平家园,广州大道南,2室1厅 ,81.42, 南 , 其他 ,12,2004, 塔楼,0,20,5500000.0,"67,551元/平",VR房源 房本满五年 
金穗东苑南向大三房户型方正 看房方便 真心放卖,金穗东苑,赤岗,3室2厅 ,143.0, 南 , 精装 ,22,2008, 塔楼,0, 1个月以前发布,8800000.0,"61,539元/平",VR房源 房本满五年 
信和广场 近昌岗地铁 证过五年唯一物业,信和广场,昌岗,2室2厅 ,84.38, 西南 , 精装 ,18,2001, 塔楼,1,25,3950000.0,"46,813元/平",近地铁 VR看装修 房本满五年 
低密度小区，南北对流，采光通风好,珠江御景湾,南洲,3室1厅 ,122.76, 东南 , 精装 ,16,2007, 塔楼,1,18,3940000.0,"32,094元/平",VR房源 房本满五年 
逸景小三房，使用率高，逸景翠园大型小区配套成熟,逸景翠园,广州大道南,3室1厅 ,77.02, 北 , 其他 ,28,2007, 塔楼,1,30,4300000.0,"55,830元/平",VR看装修 房本满两年 
荔福小区 1室1厅 南,荔福小区,沙园,1室1厅 ,48.77, 南 , 简装 ,7,2000, 塔楼,0,22,1680000.0,"34,448元/平",近地铁 VR看装修 房本满五年 随时看房 
电梯直上，高楼层，东南向单边位,蓝色快线,前进路,3室2厅 ,120.43, 东南 , 精装 ,31,2004, 塔楼,0,27,7280000.0,"60,451元/平",近地铁 VR看装修 房本满五年 
南洲花苑 证过五年 采光好 温馨大两房,南洲花苑AB区,南洲,2室1厅 ,85.22, 南 北 , 其他 ,9,1993, 塔楼,0,30,2800000.0,"32,857元/平",近地铁 VR房源 房本满五年 
满五唯一 南向精装两居  纵横70年产权 次新电梯高层,纵横公寓,赤岗,2室1厅 ,77.35, 南 , 精装 ,30,2012, 塔楼,0,19,3650000.0,"47,189元/平",VR看装修 房本满五年 
大塘gong an宿舍 电梯加装好正在使用 正南向单位,新安街5号-47号(单号)宿舍,赤岗,2室2厅 ,80.94, 南 , 其他 ,9,1998, 塔楼,0,21,3650000.0,"45,096元/平",VR房源 房本满五年 
德盛苑 全新装修 户型靓 满五年 税少,德盛苑,赤岗,2室1厅 ,48.91, 东南 , 精装 ,9,2001, 塔楼,0,25,1890000.0,"38,643元/平",近地铁 VR房源 房本满两年 
聚德花园 电梯温馨3房 全屋中式精装 一步到位 证满5年,聚德花园,赤岗,3室1厅 ,51.71, 北 , 精装 ,9,1995, 塔楼,4,26,1980000.0,"38,291元/平",VR看装修 房本满五年 
楼梯低层，采光充足，交通便利，配套齐全,万华花园,东晓南,3室1厅 ,88.2, 东南 , 其他 ,9,2005, 板楼,2,30,3380000.0,"38,322元/平",近地铁 VR看装修 房本满五年 
洪德雅苑 1室1厅 西北,洪德雅苑,同福,1室1厅 ,18.64, 西北 , 其他 ,9,1998, 塔楼,0,23,1280000.0,"68,670元/平",近地铁 VR房源 房本满五年 
满五年免重税，高层望江单位，南北对流，江边环境好,光大花园榕岸,工业大道北,2室2厅 ,78.49, 北 南 , 其他 ,33,2006, 塔楼,1,29,5400000.0,"68,799元/平",VR房源 房本满五年 
方正两房 高层看园林 采光好 安静不吵,叠彩园,广州大道南,2室2厅 ,75.22, 北 , 简装 ,13,2002, 塔楼,0,28,4480000.0,"59,559元/平",VR房源 房本满五年 
楼层好，采光充足，通风强，交通便利，配套成熟,金碧花园第二金碧,金碧,2室2厅 ,66.15, 北 , 其他 ,33,2000, 板楼,3,22,2600000.0,"39,305元/平",近地铁 VR房源 房本满两年 
侨诚花园 方正两房 采光好 电梯出入方便,侨诚花园,东晓南,2室1厅 ,52.7, 东 , 精装 ,9,1998, 塔楼,0,25,1940000.0,"36,813元/平",近地铁 VR看装修 房本满五年 
润汇大厦  旺中带静 江南西商圈,润汇大厦,江南西,3室1厅 ,97.75, 南 北 , 其他 ,31,2001, 塔楼,1,21,5300000.0,"54,220元/平",近地铁 VR房源 房本满两年 
保利花园旁，总jia低，双阳台，封闭小区。,榕苑,工业大道中,2室1厅 ,67.22, 东南 , 简装 ,7,1997, 塔楼,1,18,1742000.0,"25,915元/平",近地铁 VR看装修 房本满五年 
昌岗花园大院管理 生活配套齐全 户型方正精装修,江南大道南水厂宿舍,昌岗,2室1厅 ,47.0, 南 , 精装 ,7,1990, 塔楼,0,24,1600000.0,"34,043元/平",近地铁 VR看装修 房本满五年 
免增值税 证够五年 2018年重新装修 间隔方正,晓港湾,东晓南,2室1厅 ,66.78, 北 , 精装 ,9,1999, 塔楼,1,21,2700000.0,"40,432元/平",近地铁 VR看装修 房本满五年 
聚德低层低总價三房 安静望小区 看中可谈,聚德花园,赤岗,3室1厅 ,64.6, 西 , 简装 ,9,1997, 塔楼,1,24,2070000.0,"32,044元/平",VR房源 房本满五年 
三期中层单位，该物业满五唯一，户型方正，装修保养好,富力千禧花园,中大,2室1厅 ,78.62, 东 , 精装 ,18,2005, 塔楼,0,25,4690000.0,"59,655元/平",近地铁 VR房源 房本满五年 
昌岗地铁 电梯精装三房 双阳台 全明屋 安静便利,晓园新村晓园东,昌岗,3室1厅 ,73.85, 南 , 精装 ,6,1995, 塔楼,0,23,3400000.0,"46,040元/平",近地铁 VR看装修 房本满五年 
西南靓向，房源珍贵，喜得三子，诚心放卖。,翠城花园,江燕路,2室2厅 ,92.32, 西南 , 精装 ,32,2009, 塔楼,0,18,5330000.0,"57,734元/平",近地铁 VR看装修 房本满五年 
此房户型方正 采光通风好 小区环境好 交通便利,金碧花园第二金碧,金碧,1室0厅 ,39.35, 北 , 其他 ,12,2000, 塔楼,1,19,1630000.0,"41,424元/平",近地铁 VR房源 房本满五年 
昌岗地铁 地铁精装三房 框架结构 大院管理 生活便利,晓园新村晓园东,昌岗,3室1厅 ,73.35, 东南 , 精装 ,7,2005, 塔楼,2,22,2950000.0,"40,219元/平",近地铁 VR看装修 房本满五年 
金碧三期 东南向温馨两房 满5年唯一  景观好采光足,金碧花园第三金碧,金碧,2室2厅 ,76.92, 东南 , 其他 ,26,2005, 塔楼,1,28,4300000.0,"55,903元/平",近地铁 VR房源 房本满五年 
泓景蕞笋房源 业主诚意础 税费抵,泓景花园,赤岗,3室2厅 ,113.96, 南 北 东北 , 精装 ,11,2006, 塔楼,1,19,7930000.0,"69,511元/平",近地铁 VR看装修 房本满五年 
满五唯一，电梯中层，正规三房，优美小区环境,悦安花园,昌岗,3室1厅 ,94.96, 南 , 精装 ,19,2002, 塔楼,4,26,4000000.0,"42,123元/平",近地铁 VR房源 房本满五年 
鸣翠四期 证满2年 17年交楼  南向大三房 装修保养,鸣翠花园四期,工业大道南,3室2厅 ,113.83, 东南 , 精装 ,30,2016, 板楼,2,23,6550000.0,"57,542元/平",近地铁 VR看装修 房本满两年 
第三金碧花园 中层安静望花园 视野开阔 采光通风好,金碧花园第三金碧,金碧,3室2厅 ,112.04, 南 北 , 精装 ,32,2005, 板塔结合,1,30,5860000.0,"52,303元/平",近地铁 VR看装修 房本满五年 
框架结构低层小两房  总预算低适宜新婚或老人,凤凰新村,工业大道北,2室1厅 ,43.75, 南 , 简装 ,9,2000, 塔楼,0,20,1200000.0,"27,429元/平",近地铁 VR看装修 房本满五年 
金丰大厦精装实用三房，业主诚心放卖,金丰花园,赤岗,3室2厅 ,94.39, 东南 南 , 精装 ,26,2007, 塔楼,0,24,5380000.0,"56,998元/平",VR看装修 房本满五年 
小区管理低楼层，使用率约90方三房,怡雅居,赤岗,3室1厅 ,45.14, 东北 , 精装 ,9,1998, 塔楼,0,30,2300000.0,"50,953元/平",VR房源 房本满五年 
合生颐景华苑 电梯一房一厅2012年建成楼龄 增值税协商,合生颐景华苑,东晓南,1室1厅 ,45.75, 东南 南 , 简装 ,24,2012, 板楼,1,24,2420000.0,"52,897元/平",VR看装修 房本满两年 
逸景翠园 精装修2+1房 高层望小蛮腰 各付个税,逸景翠园,广州大道南,2室1厅 ,76.99, 北 , 精装 ,28,2011, 塔楼,2,28,4550000.0,"59,099元/平",VR看装修 房本满两年 
蓝色康园  温馨两房 南北对流 安静舒适,蓝色康园,滨江东,2室1厅 ,72.53, 南 , 精装 ,26,2004, 板楼,0,30,4980000.0,"68,662元/平",近地铁 VR房源 房本满五年 
中旅侨苑原装电梯两房，楼龄新，采光好，有管理,中旅侨苑,昌岗,2室1厅 ,59.46, 西北 , 精装 ,32,2003, 塔楼,0,30,2820000.0,"47,427元/平",近地铁 VR房源 房本满五年 
证过五年物业 格局方正 精致装修 近地铁 采光好,明都华庭泊岸森邻,南洲,2室1厅 ,83.21, 西 , 其他 ,15,2001, 板楼,0,14,3780000.0,"45,428元/平",近地铁 VR看装修 房本满五年 
粤信广场 两房一厅 户型方正 看房提前预约,粤信广场,赤岗,2室1厅 ,65.88, 东南 , 精装 ,9,1996, 塔楼,0,13,3200000.0,"48,574元/平",近地铁 VR看装修 房本满五年 
金碧花园第三金碧一房  南北对流 一线望江,金碧花园第三金碧,金碧,1室0厅 ,31.0, 西南 , 其他 ,32,2005, 板楼,0,11,1600000.0,"51,613元/平",近地铁 VR看装修 房本满两年 
福景居 南向户型  格局方正 安静望花园,福景居,赤岗,2室2厅 ,63.5, 东北 , 简装 ,9,1997, 塔楼,1,13,2250000.0,"35,434元/平",VR看装修 房本满两年 
金碧花园 电梯高层 东望广州塔视野开阔 12月满五唯一,金碧花园第一金碧,金碧,2室1厅 ,69.0, 东 , 精装 ,22,2000, 塔楼,1,11,3380000.0,"48,986元/平",近地铁 VR房源 房本满五年 
低楼层精致两房，满五年，户型方正，装修很好,怡雅居,赤岗,2室1厅 ,46.85, 北 , 精装 ,9,1998, 塔楼,0,14,1750000.0,"37,354元/平",近地铁 VR看装修 房本满五年 
跃进新村，南向两房，采光条件好，近地铁,跃进新村,昌岗,2室2厅 ,70.02, 南 , 简装 ,6,2002, 塔楼,11, 一年前发布,2300000.0,"32,848元/平",VR看装修 房本满五年 随时看房 
此房格局户型方正，装修保养好，近地铁口,凤凰新村,工业大道北,1室1厅 ,37.82, 西南 , 简装 ,7,2000, 塔楼,2, 7个月以前发布,1298000.0,"34,321元/平",近地铁 VR看装修 房本满两年 随时看房 
沙园房改房 诚心放盘 南北对流靓向菩提资源,荔福路,沙园,1室1厅 ,50.49, 南 , 毛坯 ,9,1990, 塔楼,0, 3个月以前发布,1490000.0,"29,511元/平",近地铁 VR看装修 房本满五年 随时看房 
南向2房 采光通风好，交通方便 ，双广场 。,翠馨华庭,广州大道南,2室1厅 ,49.37, 南 , 简装 ,24,2003, 塔楼,13, 一年前发布,2100000.0,"42,536元/平",VR房源 房本满五年 随时看房 
江山国际 高档江景小区 环境视野好 南北对流毛坯大4房,江山国际,万胜围,4室2厅 ,185.13, 南 , 毛坯 ,28,2014, 板楼,3, 3个月以前发布,24500000.0,"132,340元/平",近地铁 VR看装修 房本满五年 随时看房 
南洲花苑正规三房，户型好，采光通风好,南洲花苑AB区,南洲,3室2厅 ,104.51, 东 东南 南 北 东北 , 其他 ,9,1995, 塔楼,0, 2个月以前发布,3200000.0,"30,620元/平",近地铁 VR房源 房本满五年 随时看房 
晓港花苑 电梯中层  两房一厅  公园就在楼下,晓港花苑,前进路,2室1厅 ,66.88, 东南 , 简装 ,24,1998, 塔楼,43, 一年前发布,2800000.0,"41,867元/平",VR看装修 房本满五年 随时看房 
顺华望中大景观、广东过五年唯一、户口未占用,顺华名庭,新港西,1室1厅 ,47.0, 东 , 简装 ,20,2001, 塔楼,16, 6个月以前发布,1630000.0,"34,681元/平",近地铁 VR房源 房本满五年 随时看房 
昌龙苑  中层方正大一房 交通便利 采光通风好,昌龙苑,宝岗,1室1厅 ,43.78, 东 , 其他 ,9,1999, 塔楼,19, 一年前发布,1500000.0,"34,263元/平",VR看装修 房本满五年 随时看房 
满五年，非顶层，东南朝向，安静舒适。,金碧花园第二金碧,金碧,3室1厅 ,108.53, 东南 , 简装 ,32,2000, 塔楼,13, 4个月以前发布,5250000.0,"48,374元/平",近地铁 VR房源 房本满五年 随时看房 
晓港湾 2室1厅 南,晓港湾,东晓南,2室1厅 ,60.52, 南 , 其他 ,9,1999, 塔楼,1, 1个月以前发布,2500000.0,"41,309元/平",近地铁 VR房源 房本满五年 随时看房 
满五免重税，南向望花园安静，产权清晰没抵押,金雅苑,滨江东,1室1厅 ,36.47, 南 , 其他 ,9,1998, 塔楼,0, 9个月以前发布,2200000.0,"60,324元/平",VR看装修 房本满五年 随时看房 
上渡路电信宿舍正规两房，电梯已经在走流程,上渡路电信宿舍,滨江东,2室1厅 ,68.31, 南 北 , 精装 ,9,1997, 塔楼,6, 一年前发布,3020000.0,"44,211元/平",VR房源 房本满两年 随时看房 
厅出阳台，南向单边位，经典双阳台，安静望花园。,保利花园(海珠),工业大道中,3室2厅 ,89.0, 南 , 简装 ,11,2000, 板楼,26, 4个月以前发布,5080000.0,"57,079元/平",近地铁 VR看装修 房本满五年 随时看房 
晓安花园 24小时专人管理 小区内有幼儿园,晓安花园,昌岗,3室2厅 ,90.1, 北 , 其他 ,17,2000, 塔楼,6, 一年前发布,3750000.0,"41,621元/平",近地铁 VR看装修 房本满两年 随时看房 
保利花园 过五唯一 户型方正 视野开阔,保利花园(海珠),工业大道中,3室2厅 ,97.99, 北 , 精装 ,11,2004, 板楼,59, 一年前发布,5300000.0,"54,088元/平",近地铁 VR房源 房本满五年 随时看房 
和辉花园 安静小区 户型方正 交通方便,和辉花园,南洲,2室2厅 ,79.07, 西 , 简装 ,13,1999, 塔楼,28, 一年前发布,2550000.0,"32,250元/平",VR看装修 房本满五年 随时看房 
江边100米 框架结构 细两房 新净装修,南华东路,滨江中,2室1厅 ,38.28, 南 , 精装 ,9,1992, 塔楼,137, 一年前发布,1250000.0,"32,655元/平",近地铁 VR看装修 房本满五年 随时看房 
满五年，复式实用单位户型格局好，采光通风好，近地铁,双子星城,新港西,1室1厅 ,27.73, 北 , 其他 ,15,2005, 塔楼,2,12,1350000.0,"48,684元/平",近地铁 VR看装修 房本满两年 
满五税少，看房方便。看房提前约 地理位置好,敦和法院宿舍,客村,2室1厅 ,62.23, 南 , 其他 ,8,2002, 塔楼,1,16,2100000.0,"33,746元/平",近地铁 VR看装修 房本满两年 
江南西地铁 正规两房 1楼附阳台不入证,江南大道中,江南大道中,2室1厅 ,49.63, 东南 , 简装 ,7,1987, 塔楼,0,15,1650000.0,"33,247元/平",近地铁 VR看装修 房本满五年 
市二宫交通便利，高档小区，高层望江，夜景灯饰迷人,富力朗逸轩,江南大道中,2室1厅 ,74.1, 南 北 , 简装 ,32,2005, 塔楼,0,17,4280000.0,"57,760元/平",VR房源 房本满五年 
万寿雅苑 2室1厅 东北,万寿雅苑,前进路,2室1厅 ,71.06, 东北 , 其他 ,21,2003, 塔楼,0,12,3480000.0,"48,973元/平",VR房源 房本满五年 
银业国际 交通方便 高尚白领社区 居住舒适 小户南向,银业国际公寓,广州大道南,1室0厅 ,43.53, 南 , 精装 ,29,2009, 平房,0,11,1850000.0,"42,500元/平",VR房源 房本满五年 
"满五唯一,东南北单边,光线充足,框架结构马赛克,准电梯",素社新村,前进路,2室1厅 ,56.86, 南 北 , 精装 ,9,1987, 板楼,0,12,2100000.0,"36,933元/平",近地铁 VR看装修 房本满五年 
望广州塔 适合刚需 电梯高楼层，装修保养好,富力顺意花园,江燕路,2室1厅 ,78.0, 东 , 其他 ,20,2005, 塔楼,0,10,4100000.0,"52,565元/平",近地铁 VR房源 房本满五年 
此房满五年免重税，户型方正实用。南北对流的户型设计,动感华庭,江燕路,2室1厅 ,73.08, 北 , 其他 ,21,2006, 塔楼,0,14,3200000.0,"43,788元/平",近地铁 VR看装修 房本满五年 
大院管理 低层两房一厅 户型方正实用 采光好,金紫里北街机电大院,江燕路,2室1厅 ,66.4, 南 北 , 其他 ,9,1995, 塔楼,0,10,1750000.0,"26,356元/平",近地铁 VR房源 房本满五年 
南洲双地铁温馨两房 满五年 户型方正 位置安静 有心卖,南洲名苑,东晓南,2室2厅 ,72.47, 西南 , 其他 ,9,2001, 塔楼,1,11,3000000.0,"41,397元/平",近地铁 VR看装修 房本满五年 
产权清晰 业主有心卖 望花园 户型方正,金碧花园第二金碧,金碧,2室2厅 ,65.48, 东 西 , 其他 ,33,2000, 塔楼,1,9,2960000.0,"45,205元/平",近地铁 VR看装修 房本满五年 
封闭式小区管理 全眀屋精装修适合小年轻 户型方正实用,南箕花苑,工业大道中,1室1厅 ,46.89, 南 , 精装 ,9,2001, 塔楼,0,15,1550000.0,"33,057元/平",近地铁 VR看装修 房本满两年 
锦丽居一房 户型方正 双地铁小区 人车分流 绿化高,锦丽居,东晓南,1室1厅 ,41.85, 南 , 精装 ,23,2010, 塔楼,0,10,2300000.0,"54,959元/平",近地铁 VR房源 房本满两年 
金碧方正一房 布局合理 客厅带大飘窗 采光好,金碧花园第一金碧,金碧,1室0厅 ,27.29, 西南 , 简装 ,22,2000, 塔楼,0,15,1200000.0,"43,973元/平",近地铁 VR看装修 房本满五年 
万华花园 格局方正 东西对流保养好  视野开阔采光好,万华花园,东晓南,1室1厅 ,37.82, 东 , 精装 ,9,1999, 板楼,3,11,1180000.0,"31,201元/平",近地铁 VR看装修 房本满两年 
电梯两房，南北对流，满五年，户型方正,金星花园,赤岗,2室1厅 ,53.0, 南 北 , 简装 ,9,1998, 塔楼,0,13,2100000.0,"39,623元/平",VR看装修 房本满五年 
天海庭，满五唯一，封闭小区，户型方正,天海庭,江燕路,2室1厅 ,78.13, 东南 , 其他 ,12,2001, 塔楼,1,9,3180000.0,"40,702元/平",近地铁 VR看装修 房本满五年 
江泰地铁 高层电梯三房二卫 全明屋 户型方正实用,动感华庭,江燕路,3室2厅 ,115.98, 东 , 精装 ,18,2006, 塔楼,1,8,5000000.0,"43,111元/平",近地铁 VR房源 房本满五年 
电梯两房，南向，满五唯一，交通方便,南珠广场,江燕路,2室1厅 ,51.09, 南 , 精装 ,18,1998, 塔楼,2,12,2600000.0,"50,891元/平",近地铁 VR看装修 房本满五年 
此证满五且唯一，南北对流，装修保养好。,锦丽居,东晓南,2室1厅 ,74.24, 东南 , 简装 ,26,2010, 塔楼,0,9,4450000.0,"59,941元/平",VR看装修 房本满五年 
晓港湾   电梯两房  保养新净   采光好,晓港湾,东晓南,2室1厅 ,67.16, 东北 , 精装 ,23,1999, 塔楼,0,10,2650000.0,"39,459元/平",近地铁 VR房源 房本满五年 
昌盛小区 花园 方正两房 加装电梯在使用，过五年,昌盛小区,宝岗,2室1厅 ,43.91, 南 , 简装 ,9,2000, 塔楼,0,14,1550000.0,"35,300元/平",近地铁 VR房源 房本满五年 
楼龄新 近地铁 实用高 力迅物业,力迅时光里,江南大道中,2室1厅 ,75.34, 西北 , 其他 ,32,2011, 塔楼,0,13,5250000.0,"69,685元/平",近地铁 VR看装修 房本满五年 
此房产权清晰，业主诚意放卖，装修保养好,顺华名庭,新港西,1室1厅 ,46.07, 北 , 其他 ,20,2001, 塔楼,9, 7个月以前发布,1560000.0,"33,862元/平",近地铁 VR看装修 房本满五年 
满五唯一 3房 户型方正 采光通风好 高品质临江小区,海珠半岛花园,滨江东,3室1厅 ,78.91, 西北 , 其他 ,46,2000, 塔楼,8, 5个月以前发布,6020000.0,"76,290元/平",VR房源 房本满五年 随时看房 
晓港地铁 一楼精装三房 框架结构 拎包入住 生活便利,晓园新村晓园东,昌岗,3室1厅 ,63.51, 南 , 精装 ,8,2005, 塔楼,23, 2个月以前发布,2480000.0,"39,049元/平",近地铁 VR房源 房本满五年 随时看房 
过五非一，视野开阔，景观优美。,广船宿舍,工业大道北,1室0厅 ,27.5, 东 , 简装 ,9,1985, 塔楼,11, 10个月以前发布,730000.0,"26,546元/平",近地铁 VR看装修 房本满五年 随时看房 
此房满五，小区管理，门禁刷卡进入，,海意名苑,江南大道中,1室1厅 ,44.95, 东 西 , 简装 ,10,1999, 塔楼,2, 10个月以前发布,1550000.0,"34,483元/平",近地铁 VR看装修 房本满五年 随时看房 
蓝色康园小户型，南向，少有放盘,蓝色康园,滨江东,1室1厅 ,53.83, 南 , 简装 ,19,2005, 板楼,24, 一年前发布,3050000.0,"56,660元/平",VR看装修 房本满五年 随时看房 
敦和花园 2室1厅 北,敦和花园,广州大道南,2室1厅 ,58.17, 北 , 其他 ,9,1998, 塔楼,0, 2个月以前发布,2400000.0,"41,259元/平",VR房源 房本满五年 随时看房 
满五年不用交重税，业主诚心出*,南晓苑,新港西,3室2厅 ,89.63, 东南 , 简装 ,9,1998, 塔楼,23, 一年前发布,2700000.0,"30,124元/平",VR看装修 房本满五年 随时看房 
350米地铁口 上车刚需框架2房,南田路,宝岗,2室1厅 ,67.75, 南 , 其他 ,9,1988, 塔楼,8, 4个月以前发布,1700000.0,"25,093元/平",VR看装修 房本满五年 随时看房 
