该房子满五年 格局方正 南北对流,碧桂园豪进广场,白江,3室2厅 ,116.77, 南 北 , 毛坯 ,31,2016, 塔楼,0,11,2480000.0,"21,239元/平",近地铁 VR房源 房本满五年 随时看房 
南北对流小三房  户型方正  中高层 视野开阔,西福蓝湾,朱村,3室2厅 ,86.23, 南 , 毛坯 ,25,2017, 板塔结合,85, 一年前发布,1550000.0,"17,976元/平",VR看装修 房本满两年 随时看房 
双*达 双车位 精致安静三房 21号线凤岗站,碧桂园城市花园漫绿苑,朱村,3室2厅 ,112.5, 东北 , 精装 ,26,2018, 板塔结合,0, 一年前发布,1950000.0,"17,334元/平",VR房源 房本满两年 随时看房 
森林半岛、精装三房、高层望花园、视野开阔、采光好,翡翠绿洲森林半岛,凤凰城,3室2厅 ,113.42, 北 , 精装 ,25,2016, 塔楼,9, 8个月以前发布,2480000.0,"21,866元/平",VR看装修 房本满两年 随时看房 
新世界花园中间楼层小三房采光通风好业主诚心出,新塘新世界花园,沙村,3室1厅 ,71.95, 东南 , 精装 ,7,1998, 塔楼,8, 4个月以前发布,1320000.0,"18,347元/平",近地铁 VR房源 房本满五年 随时看房 
业主忍痛割爱诚意出全新没有住过南北对流的房子,合景誉山国际,永和,3室1厅 ,88.75, 南 , 精装 ,11,2017, 塔楼,0, 5个月以前发布,1580000.0,"17,803元/平",VR看装修 房本满两年 随时看房 
此房楼层高层，通风采光好，南北对流，诚心出置换,合汇学府名郡,白江,3室2厅 ,122.19, 南 , 精装 ,32,2017, 塔楼,1, 5个月以前发布,2580000.0,"21,115元/平",VR看装修 房本满两年 随时看房 
精装小二房，业主自住，装修保养好，环境好,增城时代廊桥,永和,2室2厅 ,68.45, 北 , 精装 ,22,2016, 塔楼,1, 6个月以前发布,1266000.0,"18,496元/平",VR看装修 房本满两年 随时看房 
碧桂园漫绿苑，21号线三房，全新未入住，业主诚心卖,碧桂园城市花园漫绿苑,朱村,3室2厅 ,125.84, 南 , 其他 ,25,2017, 板塔结合,51, 6个月以前发布,1900000.0,"15,099元/平",VR看装修 房本满两年 随时看房 
白江地铁站200米东南向精装三房两卫,东方名都,白江,3室1厅 ,103.01, 东南 , 精装 ,29,2013, 塔楼,1, 1个月以前发布,2350000.0,"22,814元/平",近地铁 VR房源 房本满两年 随时看房 
此房视野开阔，采光充足，近地铁口，交通方便。,荔富湖畔,朱村,2室1厅 ,76.87, 南 , 毛坯 ,18,2015, 塔楼,9, 一年前发布,1170000.0,"15,221元/平",近地铁 VR看装修 房本满五年 随时看房 
地铁口  光线好  优秀物业管  位置好,碧桂园城市花园花岸苑,朱村,3室2厅 ,115.0, 北 , 毛坯 ,26,2016, 板塔结合,2, 一年前发布,1920000.0,"16,696元/平",VR房源 房本满五年 随时看房 
地铁口  大三房  精装修  配套全,碧桂园城市花园漫绿苑,朱村,3室2厅 ,103.0, 南 , 精装 ,26,2018, 板塔结合,12, 一年前发布,1720000.0,"16,700元/平",VR看装修 房本满两年 随时看房 
地铁口精品户型3房1卫3阳台(入户花园 )南向高层对花园,西福蓝湾,朱村,3室1厅 ,86.23, 东南 , 毛坯 ,25,2017, 板塔结合,23, 一年前发布,1500000.0,"17,396元/平",VR看装修 房本满两年 随时看房 
实用三房，近地铁站，出行便利，楼层高视野采光好,西福蓝湾,朱村,3室2厅 ,107.08, 南 , 毛坯 ,26,2017, 板塔结合,3, 10个月以前发布,1690000.0,"15,783元/平",VR看装修 房本满两年 随时看房 
户型方正，安静望花园，全新未入住,富雅都市华庭,新塘北,3室2厅 ,107.67, 北 , 精装 ,11,2014, 塔楼,1, 10个月以前发布,1790000.0,"16,625元/平",VR看装修 房本满五年 随时看房 
"：
21号线凤岗站地铁口快线，科教城板块。带车位",碧桂园城市花园花岸苑,朱村,3室2厅 ,97.67, 南 , 毛坯 ,25,2016, 板塔结合,4, 一年前发布,1810000.0,"18,532元/平",VR房源 房本满两年 随时看房 
科教城板块21号线地铁凤岗站精装修三房两卫好房,碧桂园城市花园花岸苑,朱村,3室2厅 ,105.37, 东南 , 精装 ,26,2016, 板塔结合,0, 11个月以前发布,1880000.0,"17,842元/平",VR房源 房本满五年 随时看房 
笋大户型碧桂园满二南向3房2卫21号线凤岗快站低楼层,碧桂园城市花园花岸苑,朱村,3室2厅 ,106.28, 东南 , 毛坯 ,25,2016, 板塔结合,67, 一年前发布,1750000.0,"16,466元/平",VR看装修 房本满五年 随时看房 
21号线凤岗站 碧桂园物业 大三房 南北对流,碧桂园城市花园漫绿苑,朱村,3室2厅 ,128.36, 南 , 毛坯 ,25,2017, 板塔结合,3, 一年前发布,2040000.0,"15,893元/平",VR看装修 房本满两年 随时看房 
金地荔湖城公园上城，小区绿化高，安静,金地荔湖城公园上城,永和,3室2厅 ,108.99, 南 , 精装 ,33,2014, 板楼,9, 一年前发布,1600000.0,"14,681元/平",VR看装修 房本满五年 随时看房 
户型方正，低楼层，环境舒适。。,新塘新世界花园嘉华苑,沙村,3室2厅 ,99.02, 西北 , 精装 ,7,2003, 塔楼,13, 一年前发布,1860000.0,"18,785元/平",VR房源 房本满两年 随时看房 
碧桂园城市花园  精致南北对流三房,碧桂园城市花园花岸苑,朱村,3室2厅 ,96.03, 北 , 毛坯 ,25,2016, 板塔结合,9, 一年前发布,1490000.0,"15,516元/平",VR房源 房本满两年 随时看房 
采光不错 户型南北对流 装修保养好,富雅都市华庭,新塘北,3室1厅 ,114.76, 东南 , 精装 ,11,2008, 塔楼,11, 6个月以前发布,1630000.0,"14,204元/平",VR房源 房本满五年 随时看房 
保利i立方全新未住单边位南向楼距宽,保利i立方,永和,4室2厅 ,95.62, 南 , 精装 ,17,2018, 塔楼,0, 1个月以前发布,1980000.0,"20,707元/平",VR房源 房本满两年 随时看房 
户型方正实用，南向，高楼层观视野好，少有放盘,金地荔湖城公园上城,永和,2室1厅 ,88.79, 南 , 毛坯 ,26,2014, 板楼,1, 4个月以前发布,1200000.0,"13,516元/平",VR房源 房本满两年 随时看房 
此房满五，户型方正，中高层，边位区，采光好,金地荔湖城公园上城,永和,2室1厅 ,79.88, 南 , 毛坯 ,28,2014, 板楼,2, 4个月以前发布,1000000.0,"12,519元/平",VR房源 房本满五年 随时看房 
"南北对流大四房,前排无遮挡,采光好,户型方正",金地香山湖,永和,4室2厅 ,124.0, 东南 , 毛坯 ,33,2018, 塔楼,0, 一年前发布,2200000.0,"17,742元/平",VR看装修 房本满两年 随时看房 
雅居乐三千院 3-5层复式叠墅6米中空复式客厅，带车位,雅居乐三千院,荔城西区,6室3厅 ,350.69, 西南 东北 , 毛坯 ,4,2012, 板塔结合,80, 一年前发布,4080000.0,"11,635元/平",VR房源 房本满五年 随时看房 
房子方正，实用无暗房，采光好。,锦绣新天地,新塘南,3室2厅 ,108.0, 南 , 简装 ,11,2007, 塔楼,11, 一年前发布,1850000.0,"17,130元/平",VR看装修 房本满五年 随时看房 
仁安花园-南向两房-经济实用电梯房,仁安花园,朱村,2室2厅 ,81.44, 南 , 毛坯 ,11,2017, 塔楼,38, 一年前发布,1100000.0,"13,507元/平",近地铁 VR看装修 房本满两年 随时看房 
满2年，南北对流大四房，格局方正实用,金地香山湖,永和,4室2厅 ,124.39, 南 , 毛坯 ,31,2016, 塔楼,38, 一年前发布,1600000.0,"12,863元/平",VR看装修 房本满两年 随时看房 
大四房二卫，南向采光好，满五唯一，业主换房急卖！,敏捷莱茵花园,荔城增江,4室2厅 ,141.32, 南 , 精装 ,24,2012, 塔楼,5, 一年前发布,2130000.0,"15,073元/平",VR看装修 房本满五年 随时看房 
此房满五，户型方正 配套齐全 交通便利 环境优美,金地荔湖城公园上城,永和,3室2厅 ,94.45, 东南 , 精装 ,33,2014, 板楼,0, 8个月以前发布,1550000.0,"16,411元/平",VR看装修 房本满五年 随时看房 
地铁精装保养好，南北对流，格局好，视野开阔,碧桂园城市花园花岸苑,朱村,3室2厅 ,95.51, 东北 , 精装 ,26,2016, 板塔结合,14, 一年前发布,1800000.0,"18,847元/平",VR房源 房本满两年 随时看房 
碧桂园琥珀湾 3室2厅 北,碧桂园琥珀湾,石滩镇,3室2厅 ,108.77, 北 , 其他 ,26,2018, 塔楼,0, 9个月以前发布,1700000.0,"15,630元/平",VR看装修 房本满两年 随时看房 
智能化小区，格局好三房，空气清新,实地蔷薇国际,荔城西区,3室2厅 ,96.85, 南 , 简装 ,26,2019, 板楼,4, 7个月以前发布,1700000.0,"17,553元/平",VR看装修 房本满两年 随时看房 
南向中高层 采光通风好 视野开阔 配套成熟,汇东国际花园,白江,2室1厅 ,85.1, 南 , 简装 ,28,2016, 塔楼,0, 7个月以前发布,1650000.0,"19,389元/平",VR房源 房本满五年 随时看房 
碧桂园琥珀湾 3室1厅 南,碧桂园琥珀湾,石滩镇,3室1厅 ,86.6, 南 , 精装 ,26,2018, 塔楼,1, 一年前发布,1180000.0,"13,626元/平",VR看装修 房本满两年 随时看房 
此房已满五不唯一，采光好，阳光充足,碧桂园凤凰城凤妍苑,凤凰城,2室2厅 ,98.36, 东 西 , 精装 ,11,2002, 塔楼,0, 一年前发布,1960000.0,"19,927元/平",VR看装修 房本满五年 随时看房 
满五唯一  诚心出*  保养好.,碧桂园凤凰城凤妍苑,凤凰城,3室2厅 ,99.26, 北 , 精装 ,18,2002, 塔楼,16, 一年前发布,1948000.0,"19,626元/平",VR看装修 房本满五年 随时看房 
高楼层视野采光好，地势高，装修新花园漫坡洋房,海伦春天,永和,3室2厅 ,130.36, 南 , 精装 ,24,2012, 塔楼,5, 一年前发布,2050000.0,"15,726元/平",VR看装修 房本满五年 随时看房 
此房满五，户型方正，采光没有遮挡，通风效果佳。,碧桂园凤凰城凤馨苑,凤凰城,3室2厅 ,93.25, 北 , 精装 ,18,2002, 塔楼,4, 8个月以前发布,1500000.0,"16,086元/平",VR看装修 房本满五年 随时看房 
凤凰城方正大三房，满唯一，税费少，业主急卖,碧桂园凤凰城凤仪苑,凤凰城,3室2厅 ,99.53, 东北 , 精装 ,6,2002, 塔楼,24, 一年前发布,1700000.0,"17,081元/平",VR房源 房本满五年 随时看房 
翡翠绿洲背靠着陈家林风景区 户型方正 南北对流,翡翠绿洲森林半岛,凤凰城,3室1厅 ,136.5, 南 北 , 其他 ,25,2011, 塔楼,5, 6个月以前发布,2700000.0,"19,781元/平",VR房源 房本满两年 随时看房 
满五税费低，欢迎大家多带看哈。,锦绣新天地,新塘南,4室1厅 ,152.42, 南 北 , 精装 ,28,2012, 塔楼,12, 7个月以前发布,2165000.0,"14,205元/平",VR房源 房本满五年 随时看房 
凤晴苑 房子保养非 常好 出入方便,碧桂园凤凰城凤晴苑,凤凰城,2室2厅 ,78.43, 北 , 精装 ,17,2014, 塔楼,9, 一年前发布,1620000.0,"20,656元/平",VR看装修 房本满五年 随时看房 
满五唯一，标准大两房，通透户型,嘉骏豪苑,新塘南,2室1厅 ,84.53, 东南 南 , 精装 ,19,2008, 塔楼,2, 一年前发布,1180000.0,"13,960元/平",VR看装修 房本满五年 随时看房 
锦绣半山三房，光线好，小区空气清新,锦绣半山御景,荔城西区,3室1厅 ,95.96, 南 , 毛坯 ,14,2012, 塔楼,1, 一年前发布,1338000.0,"13,944元/平",VR看装修 房本满五年 随时看房 
采光通风好 安静不吵 生活配套完善 交通便利,尚东阳光雅苑,沙村,3室1厅 ,106.61, 南 北 , 毛坯 ,32,2011, 塔楼,9, 5个月以前发布,2230000.0,"20,918元/平",近地铁 VR看装修 房本满两年 随时看房 
金地香山湖开发商精装修全新未住南向安静三房,金地香山湖,永和,3室2厅 ,99.77, 东南 , 精装 ,33,2018, 塔楼,0, 1个月以前发布,1340000.0,"13,431元/平",VR看装修 房本满两年 随时看房 
执信旁，南北对流，户型好，视野开阔,实地蔷薇国际,荔城西区,4室2厅 ,116.76, 南 , 简装 ,26,2019, 板楼,13, 一年前发布,1850000.0,"15,845元/平",VR看装修 房本满两年 随时看房 
单边位 采光好 业主诚心卖 满两年 业主没有欠款,广州敏捷绿湖首府一期,石滩镇,3室1厅 ,109.83, 西北 , 简装 ,32,2016, 塔楼,6, 一年前发布,1415000.0,"12,884元/平",VR看装修 房本满两年 随时看房 
新世界花园万象苑 南向实用小三房,新塘新世界花园万象苑,沙村,3室2厅 ,94.18, 南 , 简装 ,18,2009, 塔楼,76, 一年前发布,2585000.0,"27,448元/平",近地铁 VR看装修 房本满五年 随时看房 
锦绣新天地 2室1厅 北,锦绣新天地,新塘南,2室1厅 ,80.73, 北 , 简装 ,18,2009, 塔楼,1, 4个月以前发布,1642000.0,"20,340元/平",VR看装修 房本满五年 随时看房 
优选好房花园位置必看 满五唯一省心装修拎包入住,翡翠绿洲森林半岛,凤凰城,2室2厅 ,88.85, 北 , 精装 ,15,2011, 塔楼,2, 2个月以前发布,1640000.0,"18,459元/平",VR房源 房本满五年 随时看房 
中高层，厅出阳台，望小区园景，格局方正,新景豪庭,白江,3室2厅 ,101.66, 北 , 毛坯 ,14,2016, 塔楼,16, 一年前发布,2090000.0,"20,559元/平",近地铁 VR看装修 房本满五年 随时看房 
户型方正交通便利 环境舒适 保养好高楼层,碧桂园凤凰城凤晴苑,凤凰城,3室2厅 ,115.62, 北 , 其他 ,32,2002, 塔楼,1, 一年前发布,2700000.0,"23,353元/平",VR看装修 房本满五年 随时看房 
业主诚意出手东南向，高楼层，5房3卫,保利i立方,永和,5室2厅 ,97.74, 东南 , 精装 ,17,2018, 塔楼,0, 一年前发布,2100000.0,"21,486元/平",VR房源 房本满两年 随时看房 
小区环境舒适，望花园，低楼层，方正三房。,敏捷锦绣天伦,新塘北,3室2厅 ,90.0, 北 , 毛坯 ,32,2017, 塔楼,5, 一年前发布,1660000.0,"18,445元/平",VR看装修 房本满两年 随时看房 
地铁口  锦绣天伦花园  两房 高层 视野开阔 采光好,敏捷锦绣天伦,新塘北,2室1厅 ,76.51, 北 , 毛坯 ,32,2015, 塔楼,5, 7个月以前发布,1480000.0,"19,344元/平",VR看装修 房本满五年 随时看房 
过五年唯一没按揭，诚心诚意卖，封闭式管理看房方便,汇东国际花园,白江,3室2厅 ,130.29, 南 北 , 毛坯 ,28,2012, 塔楼,15, 一年前发布,2510000.0,"19,265元/平",VR看装修 房本满五年 随时看房 
21号线凤岗站，中高楼层，包增值税,西福蓝湾,朱村,2室1厅 ,69.98, 北 , 毛坯 ,26,2017, 塔楼,26, 一年前发布,1250000.0,"17,863元/平",VR看装修 房本满两年 随时看房 
锦绣天伦南向三房，安静望花园，没按揭交易便捷,敏捷锦绣天伦,新塘北,3室2厅 ,90.38, 南 , 毛坯 ,32,2014, 塔楼,24, 9个月以前发布,1865000.0,"20,636元/平",VR看装修 房本满五年 随时看房 
采光好/刚需全新小三房/诚意出*,广州敏捷绿湖首府三期,石滩镇,3室2厅 ,84.59, 东北 , 精装 ,32,2018, 塔楼,1, 一年前发布,1050000.0,"12,413元/平",VR看装修 房本满两年 随时看房 
实用大三房，南向，功能区分明确，户型方正，采光好,广州敏捷绿湖首府一期,石滩镇,3室1厅 ,110.53, 南 , 精装 ,32,2016, 塔楼,5, 6个月以前发布,1210000.0,"10,948元/平",VR看装修 房本满两年 随时看房 
海宇大厦 精装修 南向三房 南北对流双阳台,海宇大厦,新塘南,3室2厅 ,103.0, 南 , 精装 ,8,2010, 板楼,36, 一年前发布,1250000.0,"12,136元/平",VR房源 房本满五年 随时看房 
新 景 地 铁 口 南 向 大二 房,新景豪庭,白江,2室2厅 ,88.82, 南 , 其他 ,18,2016, 塔楼,9, 一年前发布,1850000.0,"20,829元/平",VR看装修 房本满五年 随时看房 
高层视野宽阔 采光好 业主诚心出*,新景豪庭,白江,2室2厅 ,88.82, 南 , 其他 ,18,2016, 塔楼,7, 一年前发布,1850000.0,"20,829元/平",VR看装修 房本满五年 随时看房 
交通便利 小区环境舒适  户型方正实用，采光通风好,敏捷锦绣天伦,新塘北,2室1厅 ,75.42, 南 北 , 精装 ,32,2014, 塔楼,2, 9个月以前发布,1680000.0,"22,276元/平",VR看装修 房本满两年 随时看房 
现代城市花园 凯达尔交通枢纽旁 两房望花园,现代城市花园,新塘北,2室2厅 ,88.4, 西 , 简装 ,18,2007, 塔楼,33, 一年前发布,1600000.0,"18,100元/平",近地铁 VR房源 房本满五年 随时看房 
南向三房全屋精装修，30个装修家私家电拎包入住。,景新国际名城,中新镇,3室2厅 ,98.99, 南 北 , 精装 ,25,2015, 板塔结合,3, 5个月以前发布,1780000.0,"17,982元/平",VR看装修 房本满两年 随时看房 
楼层好，户型方正，采光足，业主诚心卖,西福蓝湾,朱村,3室2厅 ,97.0, 南 , 毛坯 ,25,2017, 板塔结合,7, 一年前发布,1380000.0,"14,227元/平",VR看装修 房本满两年 随时看房 
保利央企，地铁口上盖，直达天河，小区配套齐全,保利中航城一期,朱村,3室2厅 ,82.5, 北 , 精装 ,27,2018, 塔楼,115, 一年前发布,1530000.0,"18,546元/平",VR看装修 房本满两年 随时看房 
视野开阔 经典户型 地铁就在小区口500米左右 ！！！,汇港威华雅苑,朱村,3室2厅 ,106.0, 南 , 毛坯 ,31,2018, 塔楼,23, 一年前发布,1280000.0,"12,076元/平",近地铁 VR看装修 房本满两年 随时看房 
新世界花园万象苑  四房两厅    满五唯一,新塘新世界花园万象苑,沙村,4室2厅 ,117.73, 南 北 , 精装 ,18,2009, 塔楼,0, 2个月以前发布,2850000.0,"24,208元/平",近地铁 VR看装修 房本满五年 随时看房 
恒福花园 高楼层，南向3房看房方便 可约,恒福花园,中新镇,3室1厅 ,134.65, 南 , 精装 ,11,2012, 板楼,1, 1个月以前发布,1950000.0,"14,482元/平",近地铁 VR看装修 房本满五年 随时看房 
小区前排方正南向三房，保养好 即买即住,广州海伦堡,沙村,3室2厅 ,103.21, 南 , 精装 ,11,2006, 塔楼,10, 10个月以前发布,2000000.0,"19,378元/平",VR看装修 房本满五年 随时看房 
13号线官湖地铁口，一线江景豪 装大三房，看房有钥匙,敏捷锦绣天伦,新塘北,3室1厅 ,118.1, 南 , 精装 ,33,2014, 塔楼,1, 1个月以前发布,2400000.0,"20,322元/平",VR房源 房本满五年 随时看房 
证满五年唯一税费少 装修保养好 高层望花园 近门口,广州海伦堡,沙村,2室2厅 ,82.6, 北 , 精装 ,17,2008, 塔楼,0, 2个月以前发布,1560000.0,"18,887元/平",VR看装修 房本满五年 随时看房 
全新房子  大三房  光线好   小区空气好,碧桂园琥珀湾,石滩镇,3室2厅 ,108.52, 南 西北 , 精装 ,26,2018, 塔楼,0, 一年前发布,1480000.0,"13,639元/平",VR看装修 房本满两年 随时看房 
业主诚心卖  有钥匙随时看房 南向,广州敏捷绿湖首府二期,石滩镇,3室2厅 ,122.25, 西南 , 精装 ,32,2017, 塔楼,8, 一年前发布,1180000.0,"9,653元/平",VR看装修 房本满两年 随时看房 
海伦堡方正大三房保养很好业主急卖,广州海伦堡,沙村,3室2厅 ,101.72, 北 , 精装 ,12,2008, 塔楼,4, 9个月以前发布,1945000.0,"19,122元/平",VR看装修 房本满五年 随时看房 
仁安花园 21号线朱村站 花园式小区 居住舒适,仁安花园,朱村,2室1厅 ,82.55, 南 , 毛坯 ,11,2017, 塔楼,40, 7个月以前发布,1030000.0,"12,478元/平",近地铁 VR看装修 房本满两年 随时看房 
地铁21号线凤岗站精装3房2厅,碧桂园城市花园漫绿苑,朱村,3室2厅 ,93.72, 南 北 , 精装 ,24,2017, 板塔结合,10, 一年前发布,1660000.0,"17,713元/平",VR看装修 房本满两年 随时看房 
东南向，方正三房，少有的户型，景观好,广州海伦堡,沙村,3室2厅 ,96.0, 东南 , 精装 ,18,2012, 塔楼,10, 6个月以前发布,1870000.0,"19,480元/平",VR看装修 房本满五年 随时看房 
保利中航城 次新小区 全新没入住 南向河景舒适大四房,保利中航城一期,朱村,4室2厅 ,126.42, 东南 南 , 精装 ,13,2018, 板楼,15, 9个月以前发布,2750000.0,"21,753元/平",VR房源 房本满两年 随时看房 
海伦堡花园  电梯三房   通风采光好配套齐全,广州海伦堡,沙村,3室2厅 ,92.34, 南 西南 , 精装 ,17,2008, 塔楼,20, 一年前发布,1750000.0,"18,952元/平",VR看装修 房本满五年 随时看房 
教育城板块的项目，精装三房，实用率高,保利中航城一期,朱村,3室1厅 ,82.65, 北 , 精装 ,23,2018, 塔楼,19, 一年前发布,2000000.0,"24,199元/平",VR看装修 房本满两年 随时看房 
21号线凤岗站地铁口快线，科教城板块，精装修对流,中国铁建国际花园,朱村,3室2厅 ,92.0, 南 , 精装 ,26,2017, 塔楼,20, 一年前发布,2090000.0,"22,718元/平",VR看装修 房本满两年 随时看房 
凤岗双*达！南北对流！罕见复式单位！,保利中航城一期,朱村,4室2厅 ,108.0, 南 , 精装 ,13,2018, 板楼,49, 一年前发布,2100000.0,"19,445元/平",VR房源 房本满两年 随时看房 
万象苑南向三房 证满五年 望花园 位置安静,新塘新世界花园万象苑,沙村,3室2厅 ,94.23, 南 , 精装 ,18,2009, 塔楼,5, 5个月以前发布,2150000.0,"22,817元/平",近地铁 VR看装修 房本满五年 随时看房 
中高楼层景观漂亮 方正大两房 户型好。,广州海伦堡,沙村,2室1厅 ,83.35, 北 , 其他 ,18,2012, 塔楼,4, 5个月以前发布,1580000.0,"18,957元/平",VR看装修 房本满五年 随时看房 
地铁三房，业主含泪出*，还*就卖,汇港威华雅苑,朱村,3室2厅 ,105.73, 南 , 毛坯 ,32,2018, 塔楼,6, 一年前发布,1600000.0,"15,133元/平",近地铁 VR看装修 房本满两年 随时看房 
中高楼层 南北对流 3房2卫 带独立衣帽间 免费带2车位,碧桂园豪园挂绿湖,增城碧桂园,3室2厅 ,124.8, 南 北 , 其他 ,28,2018, 塔楼,24, 一年前发布,2020000.0,"16,186元/平",VR看装修 房本满两年 随时看房 
地铁口南向别墅，位置环境好，安静,侨建御溪谷南区,中新镇,7室2厅 ,396.62, 南 , 毛坯 ,3,2007, 板塔结合,31, 一年前发布,8800000.0,"22,188元/平",近地铁 VR房源 房本满两年 随时看房 
环境舒适 中层采光好 望花园安静舒适 满五唯一免重税,广州海伦堡,沙村,2室1厅 ,74.61, 北 , 精装 ,18,2008, 塔楼,0, 1个月以前发布,1550000.0,"20,775元/平",VR看装修 房本满五年 随时看房 
近地铁 正南向  无遮挡 南北对流 阳光房,恒大山水城,中新镇,3室2厅 ,120.0, 南 , 精装 ,18,2008, 板塔结合,13, 7个月以前发布,1990000.0,"16,584元/平",VR房源 房本满五年 随时看房 
毛坯未入住，楼顶有空中花园，可以自己设计装修风格,广州海伦堡,沙村,4室1厅 ,158.76, 西 , 毛坯 ,11,2008, 塔楼,48, 一年前发布,2940000.0,"18,519元/平",VR房源 房本满五年 随时看房 
此房已满五不唯一，采光好，阳光充足,碧桂园凤凰城凤妍苑,凤凰城,2室2厅 ,98.36, 东 西 , 精装 ,11,2002, 塔楼,0, 一年前发布,1960000.0,"19,927元/平",VR看装修 房本满五年 随时看房 
带入户花园，东南向户型，小区配套完善，ＴＯＤ相邻,群星新邨,白江,4室2厅 ,148.59, 东南 , 简装 ,28,2012, 塔楼,0, 8个月以前发布,2910000.0,"19,585元/平",近地铁 VR房源 房本满五年 随时看房 
房子在小区中间位置，安静，中高楼层，户型方正,新塘新世界花园万象苑,沙村,2室2厅 ,86.93, 南 , 简装 ,24,2009, 塔楼,25, 10个月以前发布,2090000.0,"24,043元/平",近地铁 VR房源 房本满五年 随时看房 
带车位的小三房，视野开阔 舒服中高楼层,增城时代廊桥,永和,3室2厅 ,92.39, 南 , 精装 ,33,2017, 塔楼,0, 4个月以前发布,1620000.0,"17,535元/平",VR看装修 房本满两年 随时看房 
凤妍3房采光好户型方正业主诚心放卖,碧桂园凤凰城凤妍苑,凤凰城,3室2厅 ,100.48, 东南 西北 , 精装 ,11,2002, 塔楼,0, 7个月以前发布,1900000.0,"18,910元/平",VR看装修 房本满五年 随时看房 
凤凰城凤妍苑 精致三房 保养新净 满五唯一省个税,碧桂园凤凰城凤妍苑,凤凰城,3室1厅 ,99.32, 西北 , 精装 ,18,2002, 塔楼,0, 1个月以前发布,1880000.0,"18,929元/平",VR看装修 房本满五年 随时看房 
金泽豪庭对流复式大三房，三层使用，有天台花园。,金泽豪庭,白江,3室2厅 ,138.83, 北 , 精装 ,27,2012, 塔楼,29, 一年前发布,2940000.0,"21,177元/平",近地铁 VR房源 房本满五年 随时看房 
南向中高层 采光通风好 视野开阔 配套成熟,汇东国际花园,白江,2室1厅 ,85.1, 南 , 简装 ,28,2016, 塔楼,0, 7个月以前发布,1650000.0,"19,389元/平",VR房源 房本满五年 随时看房 
碧桂园琥珀湾 3室2厅 北,碧桂园琥珀湾,石滩镇,3室2厅 ,108.77, 北 , 其他 ,26,2018, 塔楼,0, 9个月以前发布,1700000.0,"15,630元/平",VR看装修 房本满两年 随时看房 
碧桂园琥珀湾 3室1厅 南,碧桂园琥珀湾,石滩镇,3室1厅 ,86.6, 南 , 精装 ,26,2018, 塔楼,1, 一年前发布,1180000.0,"13,626元/平",VR看装修 房本满两年 随时看房 
凤妍苑高楼层两房满五，房子保养好,碧桂园凤凰城凤妍苑,凤凰城,2室2厅 ,99.02, 西北 , 精装 ,11,2010, 塔楼,20, 一年前发布,1620000.0,"16,361元/平",VR看装修 房本满五年 随时看房 
沙村地铁站口南向大三房，业主自住保养好,新塘新世界花园嘉乐苑,沙村,3室2厅 ,107.3, 南 , 精装 ,6,2005, 塔楼,10, 9个月以前发布,1950000.0,"18,174元/平",近地铁 VR看装修 房本满五年 随时看房 
美业阁，南向三房，户型方正，通风,美业阁,新塘北,3室2厅 ,91.54, 南 , 简装 ,7,1999, 平房,7, 一年前发布,1250000.0,"13,656元/平",VR房源 房本满五年 随时看房 
碧桂园琥珀湾 3室2厅 南,碧桂园琥珀湾,石滩镇,3室2厅 ,97.38, 南 , 精装 ,25,2018, 塔楼,0, 11个月以前发布,1300000.0,"13,350元/平",VR看装修 房本满两年 随时看房 
满五年税费少 望别墅景观 业主诚心卖,碧桂园凤凰城凤妍苑,凤凰城,3室1厅 ,98.2, 南 , 精装 ,11,2002, 塔楼,1, 一年前发布,1750000.0,"17,821元/平",VR房源 房本满五年 随时看房 
近地铁21号线恒大山水城居家三房出*,恒大山水城,中新镇,3室2厅 ,95.98, 北 , 其他 ,18,2008, 板塔结合,3, 一年前发布,1400000.0,"14,587元/平",VR看装修 房本满五年 随时看房 
此房满五唯一 省税费 交易方便 带入户花园,碧桂园凤凰城凤馨苑,凤凰城,3室2厅 ,100.72, 南 , 精装 ,18,2002, 塔楼,31, 一年前发布,1750000.0,"17,375元/平",VR看装修 房本满五年 随时看房 
此房满五，户型方正，采光没有遮挡，通风效果佳。,碧桂园凤凰城凤馨苑,凤凰城,3室2厅 ,93.25, 北 , 精装 ,18,2002, 塔楼,4, 8个月以前发布,1500000.0,"16,086元/平",VR看装修 房本满五年 随时看房 
凤凰城方正大三房，满唯一，税费少，业主急卖,碧桂园凤凰城凤仪苑,凤凰城,3室2厅 ,99.53, 东北 , 精装 ,6,2002, 塔楼,24, 一年前发布,1700000.0,"17,081元/平",VR房源 房本满五年 随时看房 
凤妍苑95方三房 采光通风好， 高层视野开阔,碧桂园凤凰城凤妍苑,凤凰城,3室2厅 ,94.83, 西北 , 简装 ,17,2002, 塔楼,5, 一年前发布,1980000.0,"20,880元/平",VR看装修 房本满五年 随时看房 
东凌广场 精致三房 高楼层 视野开阔,东凌广场,凤凰城,3室2厅 ,99.4, 北 , 简装 ,31,2014, 塔楼,35, 一年前发布,1850000.0,"18,612元/平",VR看装修 房本满五年 随时看房 
翡翠绿洲背靠着陈家林风景区 户型方正 南北对流,翡翠绿洲森林半岛,凤凰城,3室1厅 ,136.5, 南 北 , 其他 ,25,2011, 塔楼,5, 6个月以前发布,2700000.0,"19,781元/平",VR房源 房本满两年 随时看房 
