南北通透双阳台！一线瞰湖！看房方便,南沙奥园,南沙湾,3室1厅 ,134.16, 南 北 , 精装 ,11,2012, 塔楼,0,5,2050000.0,"15,281元/平",VR房源 房本满两年 随时看房 
必须看 不然后悔 东南看花园116方精装三房满五年唯一,广晟海韵兰庭,进港大道,3室2厅 ,116.47, 东南 , 精装 ,18,2012, 塔楼,16, 7个月以前发布,2400000.0,"20,607元/平",VR房源 房本满五年 
南沙金洲街南北通透大三房带装修转让，急出手！,富佳花园,进港大道,3室2厅 ,125.67, 南 北 , 精装 ,15,2009, 塔楼,3, 5个月以前发布,2300000.0,"18,302元/平",VR房源 房本满五年 
优山悦海*4房 证过五年 精装修保养很好,优山悦海,南沙港,4室2厅 ,120.69, 南 , 精装 ,18,2013, 塔楼,1, 一年前发布,3600000.0,"29,829元/平",近地铁 VR看装修 房本满五年 
满五唯一 税费少  南向大三房 高楼层采光 通风好,南沙玫瑰花园,南沙湾,3室2厅 ,104.7, 北 , 精装 ,8,2011, 塔楼,10, 一年前发布,2080000.0,"19,867元/平",近地铁 VR看装修 房本满五年 
优山悦海南北通透 证过五年 精装修保养很好,优山悦海,南沙港,3室2厅 ,120.48, 南 北 , 其他 ,18,2013, 塔楼,11, 一年前发布,3200000.0,"26,561元/平",近地铁 VR看装修 房本满五年 
金州板块，南向4居，全新未入住，满五年，税少,南沙碧桂园,金洲,4室2厅 ,152.83, 南 , 精装 ,12,2007, 板塔结合,11, 一年前发布,3180000.0,"20,808元/平",VR看装修 房本满五年 
地铁物业，南向高层小两房，看房方便！,创鸿嘉园,金洲,2室1厅 ,86.75, 南 , 简装 ,32,2013, 塔楼,17, 一年前发布,2250000.0,"25,937元/平",VR看装修 房本满五年 
房子不错，值得推荐！！！！！！！,南沙碧桂园,金洲,3室1厅 ,116.51, 东北 , 精装 ,11,2007, 板塔结合,4, 一年前发布,2200000.0,"18,883元/平",VR看装修 房本满五年 
广州星河丹堤 半山别墅 望湖看山,广州星河丹堤,金洲,6室2厅 ,370.3, 南 , 毛坯 ,3, 塔楼 , 独栋别墅 ,20, 4个月以前发布,8950000.0,"24,170元/平",VR房源 房本满五年 
南沙区府双地铁成熟小区改善大三房户型,南沙境界家园,黄阁,3室1厅 ,143.27, 南 , 精装 ,27,2013, 板塔结合,8, 9个月以前发布,2900000.0,"20,242元/平",VR看装修 房本满两年 
真实 少有大户型放卖 业主自住 装修漂亮 看房找我,海璟奥园,金洲,5室2厅 ,180.0, 东南 , 精装 ,25,2011, 塔楼,24, 一年前发布,4300000.0,"23,889元/平",VR看装修 房本满五年 
金州板块，南向4居，全新未入住，满五年，税少,南沙碧桂园,金洲,4室2厅 ,152.83, 南 , 精装 ,12,2007, 板塔结合,11, 一年前发布,3180000.0,"20,808元/平",VR看装修 房本满五年 
真实 少有大户型放卖 业主自住 装修漂亮 看房找我,海璟奥园,金洲,5室2厅 ,180.0, 东南 , 精装 ,25,2011, 塔楼,24, 一年前发布,4300000.0,"23,889元/平",VR看装修 房本满五年 
广州星河丹堤 半山别墅 望湖看山,广州星河丹堤,金洲,6室2厅 ,370.3, 南 , 毛坯 ,3, 塔楼 , 独栋别墅 ,20, 4个月以前发布,8950000.0,"24,170元/平",VR房源 房本满五年 
金洲繁华地段 南北对流精装三房 越秀自持物业 诚*,越秀滨海御城,金洲,3室2厅 ,105.87, 东南 东北 , 精装 ,32,2013, 塔楼,25, 一年前发布,3150000.0,"29,754元/平",近地铁 VR看装修 房本满两年 
南沙区府双地铁成熟小区改善大三房户型,南沙境界家园,黄阁,3室1厅 ,143.27, 南 , 精装 ,27,2013, 板塔结合,8, 9个月以前发布,2900000.0,"20,242元/平",VR看装修 房本满两年 
南沙大都汇66平复式两房 出*118*,南沙大都汇,金洲,2室2厅 ,65.99, 北 , 其他 ,22,2015, 塔楼,11, 一年前发布,1090000.0,"16,518元/平",房本满两年 
海璟奥园 中间楼层 视野开阔  采光充足  近地铁,海璟奥园,金洲,3室1厅 ,128.7, 北 , 其他 ,10,2011, 板塔结合,15, 一年前发布,3000000.0,"23,311元/平",VR看装修 房本满五年 
越秀滨海御城 4室1厅 南,越秀滨海御城,金洲,4室1厅 ,139.45, 南 , 精装 ,32,2013, 塔楼,6, 一年前发布,5540000.0,"39,728元/平",VR看装修 房本满两年 
南沙金洲街南北通透大三房带装修转让，急出手！,富佳花园,进港大道,3室2厅 ,125.67, 南 北 , 精装 ,15,2009, 塔楼,3, 5个月以前发布,2300000.0,"18,302元/平",VR房源 房本满五年 
优山悦海*4房 证过五年 精装修保养很好,优山悦海,南沙港,4室2厅 ,120.69, 南 , 精装 ,18,2013, 塔楼,1, 一年前发布,3600000.0,"29,829元/平",近地铁 VR看装修 房本满五年 
地铁物业，南向高层小两房，看房方便！,创鸿嘉园,金洲,2室1厅 ,86.75, 南 , 简装 ,32,2013, 塔楼,17, 一年前发布,2250000.0,"25,937元/平",VR看装修 房本满五年 
此房是南北对流大三房格局，中高楼层，采光通风好,龙光棕榈水岸南区,南沙区府,3室2厅 ,113.0, 南 北 , 精装 ,18,2013, 板塔结合,0, 1个月以前发布,2845000.0,"25,177元/平",VR看装修 房本满五年 
户型方正，采光好，小区环境优美,南沙碧桂园豪庭,金洲,3室2厅 ,103.94, 西南 , 精装 ,18,2012, 塔楼,2, 一年前发布,2600000.0,"25,015元/平",VR看装修 房本满五年 
满五税少，中楼层，精装修三房两厅,丰庭花园,金洲,3室2厅 ,93.29, 南 北 , 精装 ,15,2009, 板楼,28, 一年前发布,2095000.0,"22,457元/平",VR房源 房本满五年 
旺中带静 比邻*达广场 金州三房,海璟奥园,金洲,3室2厅 ,92.42, 南 , 精装 ,25,2011, 塔楼,9, 一年前发布,2650000.0,"28,674元/平",VR看装修 房本满两年 
地铁口大三房，壹套好的住宅，需要慢慢去发觉，去感受,越秀滨海隽城,金洲,3室2厅 ,123.29, 东南 , 简装 ,18,2012, 塔楼,10, 9个月以前发布,3300000.0,"26,767元/平",VR看装修 房本满五年 
产权清晰，无任何抵押，方便看房，诚心放卖，南北对流,龙光棕榈水岸南区,南沙区府,7室3厅 ,263.94, 南 , 精装 ,3,2013, 板塔结合,39, 一年前发布,7500000.0,"28,416元/平",VR房源 房本满两年 
南沙珠江湾大两房业主诚意出*，楼层视野好。,南沙珠江湾,南沙湾,2室1厅 ,100.0, 北 , 精装 ,28,2012, 板塔结合,20, 一年前发布,2100000.0,"21,000元/平",VR看装修 房本满五年 
成熟商圈 实用小三房 业主自住 保养好,南沙碧桂园,金洲,3室1厅 ,108.97, 北 , 精装 ,11,2007, 板塔结合,0, 5个月以前发布,1950000.0,"17,895元/平",VR房源 房本满五年 
此房产权证不满2年 精装修 楼层好 视野宽敞 采光充足,碧桂园蜜柚,进港大道,4室2厅 ,125.81, 南 , 精装 ,27,2018, 塔楼,15, 一年前发布,3380000.0,"26,866元/平",VR看装修 房本满两年 
一线海景视野无遮挡.看花园看江景，产权清晰.,富力天海湾,明珠湾,3室1厅 ,97.33, 南 , 精装 ,32,2016, 塔楼,6, 一年前发布,2650000.0,"27,227元/平",近地铁 VR看装修 房本满五年 
优山美墅实用户型 业主诚心..,优山美墅,南沙港,5室2厅 ,350.27, 南 , 其他 ,4, 板楼 , 联排别墅 ,41, 一年前发布,6740000.0,"19,243元/平",VR房源 房本满两年 
金洲地铁口国企大盘，高层南向大三房，保姆式物业满五,越秀滨海隽城,金洲,3室2厅 ,116.29, 南 , 精装 ,18,2012, 塔楼,10, 7个月以前发布,3020000.0,"25,970元/平",VR看装修 房本满五年 
翡翠蓝湾南向，精装三房，户型方正，业主成意出*,大岗翡翠蓝湾北区,大岗镇,3室2厅 ,100.72, 南 , 精装 ,18,2015, 塔楼,10, 一年前发布,1590000.0,"15,787元/平",VR看装修 房本满两年 
高层三房，视野开阔，带装修，户型方正,大岗翡翠蓝湾北区,大岗镇,3室1厅 ,99.43, 西南 , 简装 ,18,2011, 塔楼,7, 9个月以前发布,1488000.0,"14,966元/平",VR看装修 房本满五年 
三房带装修，户型方正，证满五，税费低,大岗翡翠蓝湾北区,大岗镇,3室2厅 ,88.68, 东北 , 简装 ,18,2011, 塔楼,19, 9个月以前发布,1280000.0,"14,434元/平",VR房源 房本满五年 
碧桂园，天玺湾顶楼两层，带装修，诚意放卖，看房方便,碧桂园天玺湾,进港大道,5室1厅 ,224.91, 南 北 , 其他 ,18,2014, 板塔结合,13, 6个月以前发布,6480000.0,"28,812元/平",VR房源 房本满两年 
户型方正，正南向采光充足，业主诚意卖,南沙碧桂园,金洲,3室2厅 ,152.83, 南 , 其他 ,11,2007, 板塔结合,1, 一年前发布,3190000.0,"20,873元/平",VR看装修 房本满五年 
这不是你一直期待的房子，你赶快行动吧,瀚成华府,大岗镇,3室2厅 ,95.93, 东南 , 毛坯 ,13,2012, 塔楼,68, 一年前发布,1498000.0,"15,616元/平",VR看装修 房本满五年 
东南向中高层三房，证满五年，税费低,大岗翡翠蓝湾北区,大岗镇,3室2厅 ,101.45, 东南 , 精装 ,18,2011, 塔楼,3, 6个月以前发布,1630000.0,"16,068元/平",VR房源 房本满五年 
南方公元全小区制高点，望小区花园，新净四房,万科南方公元,黄阁,4室2厅 ,95.0, 北 , 精装 ,27,2017, 塔楼,30, 一年前发布,2350000.0,"24,737元/平",VR房源 房本满两年 
带装修，保养好，南北对流，采光好,大岗翡翠蓝湾北区,大岗镇,3室2厅 ,98.08, 西南 , 简装 ,18,2011, 塔楼,25, 一年前发布,1400000.0,"14,275元/平",VR看装修 房本满五年 
翡翠蓝湾联排别墅带装修，户型方正，环境优美,大岗翡翠蓝湾西区,大岗镇,4室2厅 ,170.04, 东北 , 简装 ,1, 暂无数据 , 独栋别墅 ,72, 11个月以前发布,2880000.0,"16,938元/平",VR房源 房本满五年 
区府蕉门河边龙光新装修单边位别墅拎包入住随时看房,龙光棕榈水岸南区,南沙区府,6室3厅 ,356.24, 南 北 , 精装 ,3,2013, 板塔结合,17, 7个月以前发布,10900000.0,"30,598元/平",VR房源 房本满五年 
精装大三房，诚意出。。。。。。,南沙金茂湾,明珠湾,4室2厅 ,136.33, 南 北 , 毛坯 ,25,2017, 塔楼,6, 一年前发布,5500000.0,"40,344元/平",VR房源 房本满两年 
明珠湾CBD板块，全新未住业主精心打造装修，诚心出*,南沙金茂湾,明珠湾,4室2厅 ,140.0, 东南 , 精装 ,32,2017, 塔楼,41, 一年前发布,5280000.0,"37,715元/平",VR看装修 房本满两年 
滨海花园三房  低密度花园洋房  安静舒适 无抵押,南沙滨海花园,明珠湾,3室2厅 ,136.44, 南 , 简装 ,9,2009, 板塔结合,81, 一年前发布,2850000.0,"20,889元/平",VR房源 房本满五年 
龙光棕榈水岸南区 蕉门板块  成熟商圈,龙光棕榈水岸南区,南沙区府,4室2厅 ,356.0, 南 , 毛坯 ,3,2013, 板塔结合,14, 一年前发布,11500000.0,"32,304元/平",VR房源 房本满五年 
南沙境界满五唯一 南向望花园 地铁口物业*低,南沙境界家园,黄阁,3室2厅 ,121.35, 南 北 , 精装 ,14,2007, 塔楼,10, 一年前发布,2150000.0,"17,718元/平",VR看装修 房本满五年 
龙光三房，看小区花园，满五唯一税费少,龙光棕榈水岸北区,南沙区府,3室1厅 ,108.0, 南 北 , 精装 ,18,2012, 塔楼,8, 一年前发布,3100000.0,"28,704元/平",VR看装修 房本满五年 
翡翠蓝湾98方户型，位置靓，楼龄新，业主诚心出*,大岗翡翠蓝湾北区,大岗镇,3室1厅 ,97.52, 西南 , 简装 ,18,2015, 塔楼,6, 一年前发布,1550000.0,"15,895元/平",VR看装修 房本满五年 
明珠湾自贸区南向海景四房.望灵山岛尖.视野佳采光好,南沙金茂湾,明珠湾,4室2厅 ,136.08, 南 , 精装 ,32,2017, 塔楼,1, 3个月以前发布,6800000.0,"49,971元/平",VR看装修 房本满两年 
富力物业 精装中高层 南北对流户型,南沙·富力唐宁,南沙港,3室2厅 ,108.72, 南 北 , 其他 ,11,2015, 塔楼,0, 一年前发布,2180000.0,"20,052元/平",VR看装修 房本满五年 
南沙湾时代物业 南北对流 过五唯一,时代南湾,南沙港,4室2厅 ,123.17, 南 北 , 精装 ,26,2012, 板塔结合,75, 一年前发布,2850000.0,"23,139元/平",VR看装修 房本满五年 
近庆盛高铁站，过五唯一，无欠款，独栋，交通便利,名苑别墅,东涌,5室2厅 ,245.0, 南 , 其他 ,3,1997, 暂无数据,19, 10个月以前发布,8500000.0,"34,694元/平",VR房源 房本满五年 
业主诚心卖，采光好，交通便利。,南沙滨海花园,明珠湾,6室1厅 ,153.0, 南 北 , 其他 ,1,2009, 暂无数据,9, 一年前发布,8000000.0,"52,288元/平",VR房源 房本满五年 
南沙珠江湾 中层大四房 南北对流采光好,南沙珠江湾,南沙湾,4室2厅 ,145.0, 南 , 精装 ,18,2012, 板塔结合,7, 一年前发布,3500000.0,"24,138元/平",VR看装修 房本满两年 
越秀滨海御城，业主急出，笋盘急出,越秀滨海御城,金洲,3室2厅 ,94.77, 北 , 精装 ,32,2018, 塔楼,276, 一年前发布,2700000.0,"28,491元/平",VR看装修 房本满两年 
翡翠蓝湾南向，精装三房，户型方正，业主成意出*,大岗翡翠蓝湾北区,大岗镇,3室2厅 ,100.72, 南 , 精装 ,18,2015, 塔楼,10, 一年前发布,1590000.0,"15,787元/平",VR看装修 房本满两年 
碧桂园，天玺湾顶楼两层，带装修，诚意放卖，看房方便,碧桂园天玺湾,进港大道,5室1厅 ,224.91, 南 北 , 其他 ,18,2014, 板塔结合,13, 6个月以前发布,6480000.0,"28,812元/平",VR房源 房本满两年 
南沙湾东苑精致装修三房，户型方正诚意放卖,南沙湾东苑,南沙港,3室2厅 ,112.47, 东 , 精装 ,26,2018, 板塔结合,28, 一年前发布,3070000.0,"27,297元/平",VR看装修 房本满两年 
金洲地铁口国企大盘，高层南向大三房，保姆式物业满五,越秀滨海隽城,金洲,3室2厅 ,116.29, 南 , 精装 ,18,2012, 塔楼,10, 7个月以前发布,3020000.0,"25,970元/平",VR看装修 房本满五年 
碧桂园六米阳光诚意出* 高层阔景大平层 全屋奢华家私,南沙碧桂园,金洲,5室2厅 ,201.18, 东南 , 精装 ,18,2007, 平房,32, 一年前发布,4380000.0,"21,772元/平",VR房源 房本满五年 
时代南湾精装修四房三卫 看湖看海 南北对流,时代南湾,南沙港,4室2厅 ,169.77, 东南 , 精装 ,32,2015, 板塔结合,3, 6个月以前发布,4500000.0,"26,507元/平",VR看装修 房本满五年 
金州商圈大四房小区中间位置，业主,越秀滨海隽城,金洲,4室2厅 ,146.19, 南 , 精装 ,18,2012, 塔楼,17, 一年前发布,3880000.0,"26,541元/平",VR看装修 房本满五年 
南沙珠江湾 3室2厅 南,南沙珠江湾,南沙湾,3室2厅 ,137.42, 南 , 其他 ,18,2012, 板塔结合,4, 8个月以前发布,3050000.0,"22,195元/平",VR看装修 房本满五年 
高层三房，视野开阔，带装修，户型方正,大岗翡翠蓝湾北区,大岗镇,3室1厅 ,99.43, 西南 , 简装 ,18,2011, 塔楼,7, 9个月以前发布,1488000.0,"14,966元/平",VR看装修 房本满五年 
三房带装修，户型方正，证满五，税费低,大岗翡翠蓝湾北区,大岗镇,3室2厅 ,88.68, 东北 , 简装 ,18,2011, 塔楼,19, 9个月以前发布,1280000.0,"14,434元/平",VR房源 房本满五年 
南沙珠江湾 南北对流户型 证够五年配套齐全,南沙珠江湾,南沙湾,3室2厅 ,144.4, 南 北 , 其他 ,25,2012, 板塔结合,7, 10个月以前发布,3350000.0,"23,200元/平",VR看装修 房本满两年 
南沙碧桂园    一楼大户型阳台大   户型方正实用,南沙碧桂园,金洲,4室1厅 ,202.04, 南 , 其他 ,18,2007, 平房,1, 2个月以前发布,5050000.0,"24,996元/平",VR看装修 房本满五年 
房子满五年  税费低 房子使用率高,广晟海韵兰庭,进港大道,3室2厅 ,120.0, 南 , 精装 ,18,2012, 塔楼,32, 一年前发布,2380000.0,"19,834元/平",VR房源 房本满五年 
看湖望海，*复式楼，环境好，采光充足,碧桂园天玺湾,进港大道,4室2厅 ,179.47, 西南 , 精装 ,31,2014, 板塔结合,41, 一年前发布,4830000.0,"26,913元/平",VR房源 房本满五年 
南沙奥园.养生城，依山傍水适合居住，环境好,南沙奥园,南沙湾,3室2厅 ,160.0, 南 , 简装 ,16,2012, 塔楼,15, 一年前发布,2800000.0,"17,500元/平",近地铁 VR看装修 房本满五年 
此房满五唯一 保养新净 采光好  视野开阔,碧桂园天玺湾,进港大道,3室2厅 ,124.43, 东 南 , 精装 ,18,2014, 板塔结合,26, 一年前发布,3280000.0,"26,361元/平",VR房源 房本满五年 
一线海景视野无遮挡.看花园看江景，产权清晰.,富力天海湾,明珠湾,3室1厅 ,97.33, 南 , 精装 ,32,2016, 塔楼,6, 一年前发布,2650000.0,"27,227元/平",近地铁 VR看装修 房本满五年 
翡翠蓝湾98方户型，位置靓，楼龄新，业主诚心出*,大岗翡翠蓝湾北区,大岗镇,3室1厅 ,97.52, 西南 , 简装 ,18,2015, 塔楼,6, 一年前发布,1550000.0,"15,895元/平",VR看装修 房本满五年 
大社区，区府旁，近蕉门站，精装大四房。,南沙境界家园,黄阁,4室2厅 ,140.98, 南 , 精装 ,27,2013, 板塔结合,1, 4个月以前发布,3090000.0,"21,919元/平",VR看装修 房本满五年 
龙光三房，看小区花园，满五唯一税费少,龙光棕榈水岸北区,南沙区府,3室1厅 ,108.0, 南 北 , 精装 ,18,2012, 塔楼,8, 一年前发布,3100000.0,"28,704元/平",VR看装修 房本满五年 
大岗瑞华大厦 2室2厅 东南,大岗瑞华大厦,大岗镇,2室2厅 ,87.6, 东南 , 精装 ,7,1998, 暂无数据,4, 9个月以前发布,890000.0,"10,160元/平",VR房源 房本满五年 
大岗东濠大厦，两房南向单位，一梯两户,东濠大厦,大岗镇,2室1厅 ,78.0, 南 , 简装 ,6,2002, 板塔结合,49, 一年前发布,850000.0,"10,898元/平",VR房源 房本满五年 
南沙碧桂园豪庭3室2卫，配套齐全,南沙碧桂园豪庭,金洲,3室2厅 ,128.0, 东南 , 精装 ,18,2003, 塔楼,25, 一年前发布,3290000.0,"25,704元/平",近地铁 VR看装修 房本满五年 
南沙碧桂园大户型出*，看房方便，采光通风好，,南沙碧桂园,金洲,4室2厅 ,152.27, 东南 , 精装 ,12,2007, 板塔结合,139, 一年前发布,2480000.0,"16,287元/平",VR看装修 房本满五年 
带精装叠墅，下叠，适宜一家人居住,南沙境界家园,黄阁,5室2厅 ,208.74, 南 , 简装 ,4,2007, 塔楼,45, 一年前发布,4300000.0,"20,600元/平",VR房源 房本满五年 
南沙境界 中高楼层  南向景观视野开阔 业主诚心出*,南沙境界家园,黄阁,5室2厅 ,140.98, 南 , 精装 ,27,2013, 板塔结合,16, 一年前发布,3360000.0,"23,834元/平",VR看装修 房本满五年 
海力实用三房 配套齐全 钥匙在手 说走就走,海力花园,进港大道,3室1厅 ,90.54, 东北 , 其他 ,9,2012, 塔楼,4, 2个月以前发布,1630000.0,"18,004元/平",VR房源 房本满五年 
带装修，保养好，南北对流，采光好,大岗翡翠蓝湾北区,大岗镇,3室2厅 ,98.08, 西南 , 简装 ,18,2011, 塔楼,25, 一年前发布,1400000.0,"14,275元/平",VR看装修 房本满五年 
南沙境界 中楼层采光好  实用三房 业主诚心放卖,南沙境界家园,黄阁,3室2厅 ,97.23, 东北 , 精装 ,27,2013, 板塔结合,12, 一年前发布,2020000.0,"20,776元/平",VR看装修 房本满五年 
龙光棕榈水岸南区 蕉门板块  成熟商圈,龙光棕榈水岸南区,南沙区府,4室2厅 ,356.0, 南 , 毛坯 ,3,2013, 板塔结合,14, 一年前发布,11500000.0,"32,304元/平",VR房源 房本满五年 
滨海花园三房  低密度花园洋房  安静舒适 无抵押,南沙滨海花园,明珠湾,3室2厅 ,136.44, 南 , 简装 ,9,2009, 板塔结合,81, 一年前发布,2850000.0,"20,889元/平",VR房源 房本满五年 
龙光三房，看小区花园，满五唯一税费少,龙光棕榈水岸北区,南沙区府,3室1厅 ,108.0, 南 北 , 精装 ,18,2012, 塔楼,8, 一年前发布,3100000.0,"28,704元/平",VR看装修 房本满五年 
明珠湾CBD板块，全新未住业主精心打造装修，诚心出*,南沙金茂湾,明珠湾,4室2厅 ,140.0, 东南 , 精装 ,32,2017, 塔楼,41, 一年前发布,5280000.0,"37,715元/平",VR看装修 房本满两年 
满五唯一税费低，精装修，顶楼复式二层半。,海力花园,进港大道,6室4厅 ,288.01, 南 北 , 精装 ,11,2012, 塔楼,3, 2个月以前发布,4180000.0,"14,514元/平",VR房源 房本满五年 
精装大三房，诚意出。。。。。。,南沙金茂湾,明珠湾,4室2厅 ,136.33, 南 北 , 毛坯 ,25,2017, 塔楼,6, 一年前发布,5500000.0,"40,344元/平",VR房源 房本满两年 
全新未住满五唯一南卧客厅通透明亮观湖看海出国诚卖,时代南湾,南沙港,3室2厅 ,126.19, 东 东南 , 精装 ,32,2015, 板塔结合,4, 一年前发布,3750000.0,"29,718元/平",VR看装修 房本满五年 
东南向中高层三房，证满五年，税费低,大岗翡翠蓝湾北区,大岗镇,3室2厅 ,101.45, 东南 , 精装 ,18,2011, 塔楼,3, 6个月以前发布,1630000.0,"16,068元/平",VR房源 房本满五年 
大岗翡翠蓝湾西区 5室1厅 东北,大岗翡翠蓝湾西区,大岗镇,5室1厅 ,169.98, 东北 , 简装 ,1, 暂无数据 , 独栋别墅 ,1, 1个月以前发布,3190000.0,"18,767元/平",VR房源 房本满五年 
独栋大别墅，南向，带600方大花园及私家车位,南沙碧桂园,金洲,5室2厅 ,383.0, 南 , 简装 ,3, 板塔结合 , 独栋别墅 ,20, 一年前发布,23890000.0,"62,376元/平",VR房源 房本满五年 
海韵兰庭南向三房望泳池园林证满五免增值税 好房必看,广晟海韵兰庭,进港大道,3室2厅 ,117.88, 西南 , 精装 ,18,2012, 塔楼,7, 一年前发布,2440000.0,"20,700元/平",VR房源 房本满五年 
南沙境界 中楼层采光好  实用三房 业主诚心放卖,南沙境界家园,黄阁,3室2厅 ,97.23, 东北 , 精装 ,27,2013, 板塔结合,12, 一年前发布,2020000.0,"20,776元/平",VR看装修 房本满五年 
滨海花园三房  低密度花园洋房  安静舒适 无抵押,南沙滨海花园,明珠湾,3室2厅 ,136.44, 南 , 简装 ,9,2009, 板塔结合,81, 一年前发布,2850000.0,"20,889元/平",VR房源 房本满五年 
大岗东濠大厦，两房南向单位，一梯两户,东濠大厦,大岗镇,2室1厅 ,78.0, 南 , 简装 ,6,2002, 板塔结合,49, 一年前发布,850000.0,"10,898元/平",VR房源 房本满五年 
南沙碧桂园豪庭3室2卫，配套齐全,南沙碧桂园豪庭,金洲,3室2厅 ,128.0, 东南 , 精装 ,18,2003, 塔楼,25, 一年前发布,3290000.0,"25,704元/平",近地铁 VR看装修 房本满五年 
南沙碧桂园大户型出*，看房方便，采光通风好，,南沙碧桂园,金洲,4室2厅 ,152.27, 东南 , 精装 ,12,2007, 板塔结合,139, 一年前发布,2480000.0,"16,287元/平",VR看装修 房本满五年 
带精装叠墅，下叠，适宜一家人居住,南沙境界家园,黄阁,5室2厅 ,208.74, 南 , 简装 ,4,2007, 塔楼,45, 一年前发布,4300000.0,"20,600元/平",VR房源 房本满五年 
南沙境界 中高楼层  南向景观视野开阔 业主诚心出*,南沙境界家园,黄阁,5室2厅 ,140.98, 南 , 精装 ,27,2013, 板塔结合,16, 一年前发布,3360000.0,"23,834元/平",VR看装修 房本满五年 
大岗翡翠蓝湾北区 3室1厅 北,大岗翡翠蓝湾北区,大岗镇,3室1厅 ,90.42, 北 , 精装 ,18,2011, 塔楼,6, 3个月以前发布,1280000.0,"14,157元/平",VR看装修 房本满五年 
南沙城芯，蕉门河畔，独栋别墅，低密度，安静舒适,逸涛雅苑,进港大道,5室2厅 ,236.69, 南 北 , 其他 ,3, 塔楼 , 独栋别墅 ,13, 7个月以前发布,7700000.0,"32,533元/平",VR房源 房本满五年 
区府板块 万科府前花园改善大四房,万科府前一号,南沙区府,4室1厅 ,143.74, 南 北 , 其他 ,18,2014, 板楼,25, 一年前发布,3950000.0,"27,481元/平",VR看装修 房本满五年 
心意华庭 东南向精装两房 总*低,南沙心意华庭,金洲,2室1厅 ,67.26, 东南 , 精装 ,11,2015, 板塔结合,8, 一年前发布,1600000.0,"23,789元/平",近地铁 VR看装修 房本满两年 
城区优质三房，居家三房景观好，*低,滨海半岛,金洲,4室2厅 ,160.15, 南 , 其他 ,11,2009, 塔楼,38, 一年前发布,3290000.0,"20,544元/平",VR看装修 房本满五年 
黄山鲁森林公园内，依山而建别墅,广州星河丹堤,金洲,5室1厅 ,370.3, 南 , 其他 ,4, 塔楼 , 独栋别墅 ,1, 4个月以前发布,13800000.0,"37,268元/平",VR房源 房本满两年 
滨海花园精装三房，买来可拎包入住,南沙滨海花园,明珠湾,3室2厅 ,119.0, 南 , 精装 ,9,2009, 板塔结合,80, 一年前发布,2420000.0,"20,337元/平",VR房源 房本满五年 
龙光棕榈水岸  356方单边位别墅  五房,龙光棕榈水岸南区,南沙区府,6室1厅 ,356.0, 南 北 , 其他 ,3,2013, 板塔结合,7, 6个月以前发布,9800000.0,"27,529元/平",VR房源 房本满两年 
凯德新玥 电梯高层 南向四房 采光通风好 装修保养新净,凯德新玥,榄核镇,4室2厅 ,120.46, 南 北 , 精装 ,32,2015, 塔楼,33, 一年前发布,2100000.0,"17,434元/平",VR看装修 房本满五年 
凯德新玥 3室2厅 南,凯德新玥,榄核镇,3室2厅 ,89.42, 南 , 精装 ,26,2015, 塔楼,3, 一年前发布,1800000.0,"20,130元/平",VR看装修 房本满五年 
凯德新玥电梯房高层南向精装修两房,凯德新玥,榄核镇,2室2厅 ,79.04, 南 , 精装 ,32,2015, 塔楼,19, 一年前发布,1200000.0,"15,183元/平",VR看装修 房本满五年 
朝南向，格局通透，视野好，采光充足，人车分流,凯德新玥,榄核镇,3室2厅 ,87.26, 南 北 , 精装 ,32,2015, 塔楼,35, 一年前发布,1480000.0,"16,961元/平",VR看装修 房本满两年 
南沙碧桂园 4室2厅 南,南沙碧桂园,金洲,4室2厅 ,156.5, 南 , 精装 ,6,2008, 板塔结合,1, 2个月以前发布,3700000.0,"23,643元/平",VR房源 房本满五年 
南向户型 近大型商场 配套成熟 业主诚意出,越秀滨海悦城,金洲,3室2厅 ,117.52, 南 , 精装 ,27,2013, 塔楼,0, 1个月以前发布,3330000.0,"28,336元/平",VR看装修 房本满五年 随时看房 
优美房源，城市好位置。配套齐全。欢迎看房,敏捷君御国际,金洲,1室1厅 ,47.65, 南 , 其他 ,24,2013, 塔楼,1, 一年前发布,550000.0,"11,543元/平",房本满五年 随时看房 
南沙大都汇 3室2厅 东北,南沙大都汇,金洲,3室2厅 ,64.51, 东北 , 毛坯 ,22,2016, 塔楼,4, 8个月以前发布,620000.0,"9,611元/平",房本满五年 随时看房 
南沙城五米层高复式 高层景观视野开阔 近地铁,南沙城,金洲,2室1厅 ,43.01, 北 , 毛坯 ,14,2014, 塔楼,2, 11个月以前发布,758000.0,"17,624元/平",房本满五年 随时看房 
产权有红本，5米层高，楼层高，采光不错。,越秀国际总部广场,金洲,3室2厅 ,64.0, 西南 , 毛坯 ,30,2019, 板塔结合,3, 一年前发布,1380000.0,"21,563元/平",房本满五年 随时看房 
海力实用三房 配套齐全 钥匙在手 说走就走,海力花园,进港大道,3室1厅 ,90.54, 东北 , 其他 ,9,2012, 塔楼,4, 2个月以前发布,1630000.0,"18,004元/平",VR房源 房本满五年 
满五唯一税费低，精装修，顶楼复式二层半。,海力花园,进港大道,6室4厅 ,288.01, 南 北 , 精装 ,11,2012, 塔楼,3, 2个月以前发布,4180000.0,"14,514元/平",VR房源 房本满五年 
