珠光新城御景二期 一线江景南向4房  视野开阔,珠光新城御景二期,珠江新城东,4室2厅 ,154.26, 南 北 , 精装 ,27,2017, 塔楼,84, 7个月以前发布,22800000.0,"147,803元/平",近地铁 VR看装修 房本满两年 随时看房 
棠德原装电梯南向两房，安静无噪音，房间全南向,棠德花苑,棠下,2室1厅 ,63.54, 南 , 精装 ,29,1997, 塔楼,17, 3个月以前发布,2360000.0,"37,142元/平",VR看装修 房本满五年 随时看房 
边检大院 东南向三房 采光通风好 楼龄新,边检大院,龙口西,3室2厅 ,107.31, 东南 , 其他 ,19,2007, 板楼,3, 1个月以前发布,8150000.0,"75,949元/平",VR看装修 房本满五年 随时看房 
汇豪大厦  4房2厅2卫  业主诚心放卖,汇豪大厦,珠江新城东,4室2厅 ,174.96, 东南 , 精装 ,29,1998, 塔楼,41, 一年前发布,16000000.0,"91,450元/平",近地铁 VR看装修 房本满五年 随时看房 
南向两房 精装修 安静望军区 精装保养好 通风采光好,东方新世界熹园,天河公园,2室1厅 ,81.2, 西南 , 精装 ,30,2011, 塔楼,20, 一年前发布,6250000.0,"76,922元/平",VR看装修 房本满五年 随时看房 
穗东花园 满五年，省税费，电梯高层  大三房,穗东花园,天河公园,3室2厅 ,85.6, 北 , 精装 ,9,1997, 塔楼,7, 2个月以前发布,4480000.0,"52,337元/平",近地铁 VR看装修 房本满五年 随时看房 
户型方正，全明格局通风采光好，交通便利。,尚东宏御,珠江新城东,3室1厅 ,137.72, 东 东南 , 其他 ,30,2008, 塔楼,0, 2个月以前发布,18500000.0,"134,331元/平",近地铁 VR房源 房本满两年 随时看房 
电梯房，满五唯一，房子架空层，南向采光好，南北对流,华颖花园,员村,2室2厅 ,78.25, 南 , 简装 ,8,1990, 塔楼,20, 6个月以前发布,3780000.0,"48,307元/平",VR房源 房本满五年 随时看房 
依山伴水，空气清新，小区环境优美~业主诚心卖,保利林海山庄,龙洞,3室2厅 ,110.14, 东南 , 精装 ,24,2008, 塔楼,22, 2个月以前发布,5900000.0,"53,569元/平",VR房源 房本满五年 随时看房 
方圆月岛大4房 双主套 东西对流阳台无遮挡 全新未住,方圆月岛,珠江新城中,4室2厅 ,261.49, 东 , 毛坯 ,46,2009, 塔楼,51, 10个月以前发布,21440000.0,"81,961元/平",近地铁 VR看装修 房本满五年 随时看房 
名门大厦 全南向三房带主套，光线好,名门大厦,珠江新城西,3室2厅 ,117.46, 南 , 其他 ,33,1997, 塔楼,4, 3个月以前发布,8280000.0,"70,493元/平",近地铁 VR房源 房本满五年 随时看房 
南天广场 楼层朝向好 交通便利,南天广场,珠江新城西,3室2厅 ,114.16, 北 , 精装 ,33,1997, 塔楼,26, 一年前发布,5760000.0,"50,453元/平",近地铁 VR房源 房本满五年 随时看房 
天河鸿运花园 东南向 低楼层两房 近地铁,天河鸿运花园,天河公园,2室1厅 ,64.27, 东 , 简装 ,9,1999, 塔楼,2, 1个月以前发布,2780000.0,"43,256元/平",近地铁 VR看装修 房本满五年 随时看房 
保利中辰 西南两房 采光视野好 楼龄新,保利中辰广场,龙口西,2室2厅 ,87.44, 西南 , 精装 ,27,2012, 塔楼,3, 7个月以前发布,9800000.0,"112,077元/平",近地铁 VR看装修 房本满五年 随时看房 
此房满五 格局方正实用 双阳台 安静宜居,商检宿舍,龙口西,3室2厅 ,144.36, 西南 , 精装 ,20,1997, 板塔结合,0, 2个月以前发布,12000000.0,"83,126元/平",近地铁 VR房源 房本满五年 随时看房 
电子五所  正南向两房  急卖,电子五所宿舍,粤垦,2室1厅 ,69.79, 南 , 简装 ,9,1998, 塔楼,0, 1个月以前发布,3450000.0,"49,435元/平",VR看装修 房本满五年 随时看房 
利雅湾 3室1厅 北,利雅湾,珠江新城中,3室1厅 ,90.49, 北 , 其他 ,31,2004, 塔楼,0, 1个月以前发布,13000000.0,"143,663元/平",近地铁 VR房源 房本满两年 随时看房 
金田花苑 大型园林小区 南向户型  带阳台 安静,金田花苑,天润路,2室2厅 ,79.27, 南 , 精装 ,19,1997, 板塔结合,29, 一年前发布,4830000.0,"60,821元/平",VR看装修 房本满五年 随时看房 
天河公园安静舒适复式3房，满五,理想青年荟,天河公园,3室2厅 ,73.19, 西 , 简装 ,21,2007, 塔楼,7, 一年前发布,5710000.0,"77,961元/平",VR房源 房本满五年 随时看房 
双地铁口，刚需，户型方正，总体低,沙和路沙东大街,沙河,2室1厅 ,55.34, 东 , 简装 ,8,1990, 塔楼,16, 5个月以前发布,1380000.0,"24,937元/平",近地铁 房本满五年 随时看房 
金燕花园中高层三房，使用率高，南北对流,金燕花园,燕塘,3室2厅 ,90.73, 南 , 其他 ,9,1995, 塔楼,2, 1个月以前发布,3500000.0,"38,576元/平",近地铁 VR看装修 房本满五年 随时看房 
实用两房 明厨 明卫 合适居家,广厦居,天河公园,2室1厅 ,63.48, 东南 , 其他 ,19,2000, 塔楼,8, 一年前发布,3680000.0,"57,972元/平",近地铁 VR看装修 房本满两年 随时看房 
龙口西精美两房，欢迎大家看房。。。。,金达苑,天润路,2室1厅 ,69.31, 西 , 简装 ,9,1997, 塔楼,11, 一年前发布,4200000.0,"60,598元/平",VR看装修 房本满五年 随时看房 
棠德花园 主力户型 南北对流  看房方便  电梯房,棠德花苑,棠下,2室1厅 ,63.54, 东南 , 其他 ,29,1997, 塔楼,10, 6个月以前发布,2300000.0,"36,198元/平",VR看装修 房本满五年 随时看房 
西苑四房户型，满五唯一，中高层，南向安静看花园,骏景花园,棠下,4室2厅 ,137.83, 东南 南 , 精装 ,24,2006, 板楼,33, 4个月以前发布,7160000.0,"51,878元/平",近地铁 VR房源 房本满五年 随时看房 
店长推荐 翠湖山庄 高楼层 安静对花园 近珠江新城,翠湖山庄,天河公园,2室1厅 ,84.41, 西北 , 精装 ,15,1999, 塔楼,4, 3个月以前发布,3480000.0,"41,118元/平",VR房源 房本满五年 随时看房 
满五年东向望花园小三房 中高楼层采光通风好,旭景家园,东圃,3室2厅 ,87.57, 东 东南 , 简装 ,15,2002, 塔楼,9, 3个月以前发布,3630000.0,"41,357元/平",VR房源 房本满五年 随时看房 
美林东南向望江 2房 大阳台 采光通风视野俱佳,美林海岸花园,员村,2室1厅 ,70.62, 南 , 简装 ,12,2004, 塔楼,84, 6个月以前发布,5600000.0,"79,298元/平",近地铁 VR房源 房本满五年 随时看房 
电梯东向安静两房 近天河公园地铁 配套成熟,天河鸿运花园,天河公园,2室1厅 ,62.5, 东 , 精装 ,9,1999, 塔楼,33, 8个月以前发布,2750000.0,"44,000元/平",近地铁 VR看装修 房本满两年 随时看房 
满五省增值税 南向三房两卫 四开间朝南 通风采光好,中海康城,黄村,3室1厅 ,103.64, 南 , 简装 ,12,2002, 塔楼,4, 1个月以前发布,6100000.0,"58,858元/平",近地铁 VR看装修 房本满五年 随时看房 
近地铁，一梯两户 南向采光好 带平台面积,广东省公路勘察规划设计院宿舍,燕塘,2室2厅 ,72.65, 南 , 其他 ,9,1997, 塔楼,1, 1个月以前发布,2300000.0,"31,659元/平",VR看装修 房本满五年 随时看房 
方正适用望花园两房  过五唯一,阳光假日园,棠下,2室1厅 ,69.67, 北 , 精装 ,11,2009, 塔楼,1, 1个月以前发布,3630000.0,"51,995元/平",近地铁 VR房源 房本满五年 随时看房 
一手业主，过五唯一，保养靓拎包入住，,翠湖山庄,天河公园,2室1厅 ,84.25, 西南 , 简装 ,19,1999, 塔楼,0, 7个月以前发布,3470000.0,"41,118元/平",VR房源 房本满五年 随时看房 
金兴花园 户型方正三房 安静望小区花园,金兴花园,天河公园,3室2厅 ,89.23, 北 , 简装 ,9,1996, 塔楼,14, 6个月以前发布,5750000.0,"64,441元/平",VR看装修 房本满五年 随时看房 
乐意居准电梯4房 装修保养好 安静 通风采光好 实用,乐意居花园,长兴,3室1厅 ,58.44, 西 , 简装 ,9,1999, 塔楼,59, 11个月以前发布,2260000.0,"38,673元/平",VR房源 房本满五年 随时看房 
骏景花园 南向三房 满五年 看房方便 采光通风好,骏景花园,棠下,3室2厅 ,106.37, 南 , 其他 ,13,1997, 塔楼,0, 2个月以前发布,5520000.0,"51,878元/平",VR看装修 房本满五年 随时看房 
满五唯一，精装一年工作调动，带平台实用120平,海棠阁,林和,3室2厅 ,93.73, 东南 , 精装 ,20,1998, 塔楼,1, 2个月以前发布,9900000.0,"105,623元/平",VR房源 房本满五年 随时看房 
鸿燕居小区 中间楼层 户型方正 采光充足,鸿燕居,燕塘,3室2厅 ,75.8, 北 , 简装 ,6,1998, 塔楼,26, 4个月以前发布,2500000.0,"32,982元/平",近地铁 VR看装修 房本满五年 随时看房 
天河北广州体育学院，南向2室2厅，户型方正，满五唯一,广州体育学院,林和,2室2厅 ,72.13, 南 , 其他 ,9,1998, 板楼,21, 6个月以前发布,5050000.0,"70,013元/平",VR看装修 房本满两年 随时看房 
粤韵庭院 东向安静带平台三房望花园,粤韵庭园,天河公园,3室1厅 ,78.0, 东 , 其他 ,20,2003, 塔楼,2, 1个月以前发布,5200000.0,"66,667元/平",近地铁 VR看装修 房本满五年 随时看房 
兴禺大厦 电梯三房 交通便利 户型方正,兴禺大厦,林和,3室1厅 ,96.42, 南 , 简装 ,33,2002, 塔楼,26, 7个月以前发布,2900000.0,"30,077元/平",近地铁 VR看装修 房本满五年 随时看房 
校园环境，南北对流，一梯两户，格局方正，业主诚心卖,农工商学院,粤垦,3室1厅 ,68.35, 南 , 精装 ,8,1996, 板楼,5, 2个月以前发布,2700000.0,"39,503元/平",VR看装修 房本满两年 随时看房 
天河公园 南向好户型两房 精装修保养好 诚心包税卖,乐雅苑,员村,2室1厅 ,67.98, 南 , 其他 ,9,2000, 塔楼,1, 1个月以前发布,3400000.0,"50,015元/平",近地铁 VR看装修 房本满两年 随时看房 
刚需上车二房，户型方正，满五 ，看天河公园,东晖花园,天河公园,2室2厅 ,69.64, 东北 , 其他 ,10,1999, 塔楼,7, 5个月以前发布,4510000.0,"64,740元/平",近地铁 VR看装修 房本满五年 随时看房 
长运大院二房 采光充足 视野开阔 旺中取静 交通便利,长运大院,沙河,2室1厅 ,56.0, 南 北 , 简装 ,9,1993, 塔楼,28, 7个月以前发布,1580000.0,"28,215元/平",近地铁 VR看装修 房本满五年 随时看房 
先烈东横路40号物资局大院 大院安静 看房方便 楼层低,物资局大院,沙河,3室1厅 ,62.46, 东 , 精装 ,6,1987, 板楼,64, 一年前发布,2070000.0,"33,142元/平",近地铁 VR看装修 房本满五年 随时看房 
望体育中 心景观，视野开阔，豪 华装修，拎包入住。,都市华庭(天河),体育中心,3室1厅 ,147.0, 西 , 精装 ,32,2001, 塔楼,164, 4个月以前发布,12200000.0,"82,994元/平",近地铁 VR看装修 房本满五年 随时看房 
大六期南北通透精装修三房，房子安静，视野好,华景新城逸悦居,华景新城,3室2厅 ,99.17, 南 北 , 精装 ,31,2000, 塔楼,1419, 9个月以前发布,5540000.0,"55,854元/平",VR看装修 房本满五年 随时看房 
华港花园 高层南向两房 安静实用 采光好,华港花园,天河公园,2室2厅 ,88.42, 南 , 精装 ,9,2004, 板塔结合,6, 5个月以前发布,5470000.0,"61,752元/平",近地铁 VR房源 房本满五年 随时看房 
理想青年荟 3室1厅 西,理想青年荟,天河公园,3室1厅 ,73.19, 西 , 精装 ,21,2007, 塔楼,12, 一年前发布,5710000.0,"77,961元/平",VR房源 房本满两年 随时看房 
天隆花苑 3室1厅 南 北,天隆花苑,天润路,3室1厅 ,97.13, 南 北 , 精装 ,22,2000, 板塔结合,0, 3个月以前发布,6000000.0,"61,773元/平",VR房源 房本满五年 随时看房 
广园东路电梯二房 户型方正实用 西南向采光通风好,广深铁路物业公司广园东住宅小区,沙河,2室1厅 ,60.97, 南 , 简装 ,9,1992, 塔楼,4, 7个月以前发布,1750000.0,"28,703元/平",VR看装修 房本满五年 随时看房 
花园中间顶楼复式，视野宽阔，安静望花园，,保利世纪绿洲二期,龙洞,5室2厅 ,155.59, 东南 , 精装 ,11,2004, 塔楼,3, 1个月以前发布,8500000.0,"54,631元/平",近地铁 VR房源 房本满五年 随时看房 
吉祥花苑 天河公园北门 户型方正,吉祥花苑,华景新城,3室1厅 ,76.84, 南 , 其他 ,8,1999, 塔楼,511, 一年前发布,2390000.0,"31,104元/平",VR房源 房本满两年 随时看房 
天河公园旁  2007年的复式楼 配套成熟,勤天E品上馆,天河公园,4室2厅 ,94.3, 北 , 其他 ,19,2007, 塔楼,18, 一年前发布,4700000.0,"49,841元/平",VR房源 房本满两年 随时看房 
粤韵庭院 东向安静带平台三房望花园,粤韵庭园,天河公园,3室1厅 ,78.0, 东 , 其他 ,20,2003, 塔楼,2, 1个月以前发布,5200000.0,"66,667元/平",近地铁 VR看装修 房本满五年 随时看房 
户型方正，通风采光好，使用率高,龙口花苑,龙口西,3室2厅 ,113.59, 南 西 , 其他 ,9,2002, 塔楼,2, 1个月以前发布,6900000.0,"60,745元/平",近地铁 VR房源 房本满五年 随时看房 
银利新村。方正实用。双阳台。小区配套完善。,银利新村,沙太南,2室2厅 ,75.44, 南 , 精装 ,9,1995, 塔楼,20, 11个月以前发布,2390000.0,"31,681元/平",VR看装修 房本满五年 随时看房 
户型好，格局方正实用，厅出阳台看花园，安静舒适,隆基怡苑,沙太南,2室1厅 ,61.95, 东北 , 精装 ,9,1999, 塔楼,15, 6个月以前发布,2350000.0,"37,934元/平",VR看装修 房本满五年 随时看房 
一梯两户.南北嗵鋀.格局方正.全明亮！业主诚心出手,金建苑,燕塘,3室1厅 ,89.44, 南 , 简装 ,8,1995, 塔楼,11, 一年前发布,3700000.0,"41,369元/平",近地铁 VR看装修 房本满五年 随时看房 
燕塘双线地铁3、6号绿佳花园小区电梯大两房 厅出阳台,绿佳花园,燕塘,2室2厅 ,84.82, 西 , 简装 ,9,1998, 塔楼,19, 3个月以前发布,2680000.0,"31,597元/平",近地铁 VR看装修 房本满五年 随时看房 
近地铁南向大两房，采光通风好，格局方正，改三房,棠德花苑,棠下,2室1厅 ,64.13, 南 , 精装 ,9,1997, 塔楼,5, 2个月以前发布,1760000.0,"27,445元/平",近地铁 VR看装修 房本满五年 随时看房 
骏景花园 高楼层南向2+1房 产权清晰 安静采光好,骏景花园,棠下,3室2厅 ,78.3, 南 , 简装 ,13,2000, 塔楼,48, 1个月以前发布,4070000.0,"51,878元/平",近地铁 VR看装修 房本满五年 随时看房 
南向二房  证过5年  唯一物业,棠德花苑,棠下,2室1厅 ,56.7, 南 , 简装 ,9,2000, 塔楼,9, 3个月以前发布,1650000.0,"29,101元/平",近地铁 VR看装修 房本满五年 随时看房 
此房楼龄新、满五年免增值税、装修保养好、视野开阔,泰安花园,棠下,2室2厅 ,82.39, 南 , 其他 ,27,2013, 塔楼,41, 10个月以前发布,3550000.0,"43,088元/平",近地铁 VR看装修 房本满五年 随时看房 
此房通风采光很好 装修保养好 安静二房,东方新世界,天河公园,1室1厅 ,68.56, 西 , 精装 ,29,2007, 塔楼,11, 10个月以前发布,5280000.0,"76,922元/平",VR看装修 房本满五年 随时看房 
芳满庭园 南向安静三房 带私家平台 满五年学户不占用,华景新城芳满庭园,华景新城,3室2厅 ,96.53, 南 , 简装 ,36,2005, 塔楼,2200, 一年前发布,5400000.0,"55,854元/平",VR看装修 房本满五年 随时看房 
穗东花园 东南小两房 户型方正 小区由幼儿园,穗东花园,天河公园,2室1厅 ,61.02, 东 东南 , 其他 ,9,1997, 塔楼,0, 2个月以前发布,3300000.0,"54,081元/平",近地铁 VR看装修 房本满五年 随时看房 
体育西路天河北街  华阳 边户大三房 通风采光棒,体育西路天河北街,体育中心,3室1厅 ,94.26, 东南 , 简装 ,8,1992, 塔楼,174, 一年前发布,6150000.0,"65,246元/平",近地铁 VR房源 房本满五年 随时看房 
天河公园 穗茵园 正南向安静两房 小区人车分流 管理好,穗茵园,天河公园,2室1厅 ,59.22, 南 , 其他 ,9,1999, 塔楼,2, 2个月以前发布,2900000.0,"48,970元/平",近地铁 VR房源 房本满五年 随时看房 
出门就是地铁口，免费享受4A景区华南植物园的享受,君林天下,龙洞,4室2厅 ,241.11, 南 , 精装 ,24,2006, 塔楼,13, 6个月以前发布,12700000.0,"52,674元/平",近地铁 VR房源 房本满五年 随时看房 
天河区电梯房 三房两卫东南向 中高楼层 户型好,广海花园,天河公园,3室1厅 ,90.54, 东 南 , 精装 ,9,1998, 塔楼,3, 2个月以前发布,4500000.0,"49,702元/平",近地铁 VR房源 房本满五年 随时看房 
沙河顶地铁站旁 小区管理两房 东南向采光好,濂泉西路95号大院,沙河,2室1厅 ,64.0, 东南 , 精装 ,9,1991, 塔楼,0, 1个月以前发布,1880000.0,"29,375元/平",近地铁 VR看装修 房本满五年 随时看房 
双地铁口 交通便利 生活配套成熟 一房一厅,员村二横路11号大院,员村,1室1厅 ,45.5, 南 , 简装 ,6,1994, 板楼,11, 9个月以前发布,2000000.0,"43,957元/平",VR看装修 房本满五年 随时看房 
满五唯一，通风对流，全新装修，交通便利,棠德花苑,棠下,3室1厅 ,62.68, 西南 西 , 精装 ,9,1997, 塔楼,0, 1个月以前发布,2230000.0,"35,578元/平",近地铁 VR看装修 房本满五年 随时看房 
准电梯，过五不唯一，楼层通风采光好，距离地铁口近,天福居,沙河,2室1厅 ,57.52, 南 , 简装 ,9,1995, 塔楼,10, 7个月以前发布,1610000.0,"27,991元/平",VR看装修 房本满五年 随时看房 
珠江西苑大两房  户型方正  原装电梯,珠江西苑,林和,2室1厅 ,76.92, 西 , 简装 ,18,1988, 塔楼,4, 一年前发布,6780000.0,"88,144元/平",近地铁 VR房源 房本满五年 随时看房 
店长推荐 高层实用2房 看天河公园 少有放出户型,新世界东逸花园,天河公园,2室1厅 ,88.63, 南 北 , 简装 ,24,2001, 塔楼,1, 1个月以前发布,6540000.0,"73,678元/平",近地铁 VR看装修 房本满两年 随时看房 
恒康阁满五年南向大三房 业主诚心卖 可谈,恒康阁,林和,3室1厅 ,123.77, 南 , 简装 ,24,2000, 塔楼,0, 3个月以前发布,8380000.0,"67,707元/平",近地铁 VR看装修 房本满五年 随时看房 
广信红棉阁 18号线冼村地铁站旁 地理位置好,广信红棉阁,天河南,3室2厅 ,102.52, 西南 , 简装 ,25,1997, 塔楼,8, 5个月以前发布,5300000.0,"51,698元/平",近地铁 VR看装修 房本满五年 随时看房 
金融城旁边电梯大三房，格局方正、实用率高，,国土局宿舍,天河公园,3室2厅 ,99.87, 东南 , 简装 ,9,1995, 塔楼,8, 5个月以前发布,5230000.0,"52,369元/平",VR看装修 房本满五年 随时看房 
免增值税，此房已经加装了电梯，加装电梯,六运小区,天河南,2室1厅 ,55.62, 西南 , 精装 ,9,1992, 塔楼,48, 5个月以前发布,3620000.0,"65,085元/平",近地铁 VR房源 房本满五年 随时看房 
天河北 远洋小区  使用率高 安静望花园 电梯已加装好,远洋小区,林和,3室2厅 ,73.57, 南 , 精装 ,8,1997, 塔楼,17, 5个月以前发布,6500000.0,"88,352元/平",近地铁 VR房源 房本满五年 随时看房 
陶然庭园，温馨三房，宜居易出行，小区环境温馨,华景新城陶然庭苑,华景新城,3室2厅 ,108.73, 南 北 , 简装 ,36,2006, 塔楼,28, 4个月以前发布,6080000.0,"55,854元/平",VR房源 房本满五年 随时看房 
花园中间顶楼复式，视野宽阔，安静望花园，,保利世纪绿洲二期,龙洞,5室2厅 ,155.59, 东南 , 精装 ,11,2004, 塔楼,3, 1个月以前发布,8500000.0,"54,631元/平",近地铁 VR房源 房本满五年 随时看房 
乐意居准电梯4房 装修保养好 安静 通风采光好 实用,乐意居花园,长兴,3室1厅 ,58.44, 西 , 简装 ,9,1999, 塔楼,59, 11个月以前发布,2260000.0,"38,673元/平",VR房源 房本满五年 随时看房 
天河北天誉花园，户型方正，通风采光好,天誉花园,林和,3室1厅 ,112.08, 北 南 , 其他 ,31,2000, 板塔结合,49, 一年前发布,5850000.0,"52,159元/平",近地铁 VR看装修 房本满五年 随时看房 
穗东花园 2室1厅 南,穗东花园,天河公园,2室1厅 ,71.01, 南 , 简装 ,9,1997, 塔楼,8, 一年前发布,3150000.0,"44,360元/平",近地铁 VR看装修 房本满五年 随时看房 
近公园，楼层好，格局方正实用，交通便利,喜洋居,华景新城,2室1厅 ,62.22, 南 , 其他 ,21,2006, 塔楼,35, 一年前发布,3900000.0,"62,681元/平",VR看装修 房本满五年 随时看房 
吉祥花苑 天河公园北门 户型方正,吉祥花苑,华景新城,3室1厅 ,76.84, 南 , 其他 ,8,1999, 塔楼,511, 一年前发布,2390000.0,"31,104元/平",VR房源 房本满两年 随时看房 
鸿燕居小区 中间楼层 户型方正 采光充足,鸿燕居,燕塘,3室2厅 ,75.8, 北 , 简装 ,6,1998, 塔楼,26, 4个月以前发布,2500000.0,"32,982元/平",近地铁 VR看装修 房本满五年 随时看房 
长运大院二房 采光充足 视野开阔 旺中取静 交通便利,长运大院,沙河,2室1厅 ,56.0, 南 北 , 简装 ,9,1993, 塔楼,28, 7个月以前发布,1580000.0,"28,215元/平",近地铁 VR看装修 房本满五年 随时看房 
刚需上车二房，户型方正，满五 ，看天河公园,东晖花园,天河公园,2室2厅 ,69.64, 东北 , 其他 ,10,1999, 塔楼,7, 5个月以前发布,4510000.0,"64,740元/平",近地铁 VR看装修 房本满五年 随时看房 
天河北 华阳 3房1卫2阳台 精装修 满5唯一,体育西苑,体育中心,3室1厅 ,75.47, 东 北 , 其他 ,38,2002, 板塔结合,21, 8个月以前发布,6300000.0,"83,477元/平",近地铁 VR看装修 房本满五年 随时看房 
金建苑，南北对流三房，方正实用，电梯房,金建苑,燕塘,3室1厅 ,94.88, 南 , 精装 ,9,1995, 塔楼,35, 一年前发布,3880000.0,"40,894元/平",近地铁 VR看装修 房本满五年 随时看房 
华港花园 高层南向两房 安静实用 采光好,华港花园,天河公园,2室2厅 ,88.42, 南 , 精装 ,9,2004, 板塔结合,6, 5个月以前发布,5470000.0,"61,752元/平",近地铁 VR房源 房本满五年 随时看房 
理想青年荟 3室1厅 西,理想青年荟,天河公园,3室1厅 ,73.19, 西 , 精装 ,21,2007, 塔楼,12, 一年前发布,5710000.0,"77,961元/平",VR房源 房本满两年 随时看房 
广园东路电梯二房 户型方正实用 西南向采光通风好,广深铁路物业公司广园东住宅小区,沙河,2室1厅 ,60.97, 南 , 简装 ,9,1992, 塔楼,4, 7个月以前发布,1750000.0,"28,703元/平",VR看装修 房本满五年 随时看房 
天隆花苑 3室1厅 南 北,天隆花苑,天润路,3室1厅 ,97.13, 南 北 , 精装 ,22,2000, 板塔结合,0, 3个月以前发布,6000000.0,"61,773元/平",VR房源 房本满五年 随时看房 
天河北广州体育学院，南向2室2厅，户型方正，满五唯一,广州体育学院,林和,2室2厅 ,72.13, 南 , 其他 ,9,1998, 板楼,21, 6个月以前发布,5050000.0,"70,013元/平",VR看装修 房本满两年 随时看房 
实用三房，业主诚意出卖，看房方便！,华颖花园,员村,3室1厅 ,87.16, 南 , 简装 ,9,1999, 塔楼,10, 5个月以前发布,4180000.0,"47,958元/平",近地铁 VR看装修 房本满五年 随时看房 
骏景花园 南苑新出 小三房 满五年 看房方便,骏景花园,棠下,3室2厅 ,76.86, 北 , 精装 ,20,2003, 塔楼,57, 10个月以前发布,3990000.0,"51,878元/平",VR房源 房本满五年 随时看房 
满五唯一，光线好视野好，骏景东苑,骏景花园,棠下,4室2厅 ,133.54, 南 , 精装 ,11,2008, 塔楼,3, 7个月以前发布,6930000.0,"51,878元/平",VR房源 房本满五年 随时看房 
华阳 耀星华庭  东南向三房  高楼层 方正实用,耀星华庭,林和,3室2厅 ,121.74, 东南 , 简装 ,31,2003, 板塔结合,33, 10个月以前发布,8550000.0,"70,163元/平",近地铁 VR看装修 房本满五年 随时看房 
少有放卖户型 原始格局厅出阳台 高层东南向采光好,加拿大花园,华景新城,3室2厅 ,85.0, 东南 , 简装 ,28,1995, 塔楼,8, 3个月以前发布,4380000.0,"51,530元/平",VR看装修 房本满五年 随时看房 
沙太南路 低层两房一厅两阳台 实用率高,天河北苑,沙太南,2室1厅 ,67.19, 东北 , 简装 ,9,1998, 塔楼,3, 1个月以前发布,2020000.0,"30,064元/平",近地铁 VR看装修 房本满五年 随时看房 
民政局大院  小户型 低层 无业税,民政局大院,沙河,2室1厅 ,50.71, 西 东 , 简装 ,9,1993, 板楼,10, 3个月以前发布,1550000.0,"30,566元/平",近地铁 VR房源 房本满五年 随时看房 
兴禺大厦 电梯三房 交通便利 户型方正,兴禺大厦,林和,3室1厅 ,96.42, 南 , 简装 ,33,2002, 塔楼,26, 7个月以前发布,2900000.0,"30,077元/平",近地铁 VR看装修 房本满五年 随时看房 
天河公园旁 天然大养吧 勤天E品上馆，中高层南向三房,勤天E品上馆,天河公园,3室2厅 ,80.29, 南 , 其他 ,19,2007, 塔楼,10, 6个月以前发布,3880000.0,"48,325元/平",VR房源 房本满五年 随时看房 
方正三房无户口无按揭产权清晰大三房,华荣楼,员村,3室2厅 ,101.7, 南 北 , 其他 ,9,1997, 塔楼,2, 4个月以前发布,5500000.0,"54,081元/平",近地铁 VR看装修 房本满五年 随时看房 
高层东南向舒适三房，旺中带静，证过五年税费少,汇峰苑,珠江新城中,3室2厅 ,136.58, 东南 , 其他 ,48,2008, 塔楼,18, 6个月以前发布,10800000.0,"79,017元/平",VR房源 房本满五年 随时看房 
陶庄33号 2室1厅 东南,陶庄33号,沙太南,2室1厅 ,85.0, 东南 , 简装 ,8,1990, 塔楼,2, 一年前发布,2400000.0,"28,236元/平",VR看装修 房本满五年 随时看房 
隆德大厦 太古汇旁 正规三房两厅 近地铁 南向采光好,隆德大厦,体育中心,3室2厅 ,104.57, 南 , 简装 ,30,2006, 塔楼,4, 11个月以前发布,7200000.0,"68,854元/平",近地铁 VR房源 房本满五年 随时看房 
正规小三房，安静望花园，一线园景,时尚明苑,车陂,3室1厅 ,85.61, 西 , 精装 ,11,2006, 塔楼,51, 10个月以前发布,5230000.0,"61,091元/平",近地铁 VR看装修 房本满五年 随时看房 
六运小区，低层户型方正，南北通透，单边位无遮采光好,六运小区,天河南,2室1厅 ,50.0, 南 北 , 简装 ,7,1990, 塔楼,9, 3个月以前发布,3450000.0,"69,000元/平",近地铁 VR看装修 房本满五年 随时看房 
电梯安静三房，中楼层，视野无遮挡，得房率86%,华建小区,天河公园,3室2厅 ,97.45, 西 , 精装 ,17,2001, 塔楼,160, 一年前发布,6000000.0,"61,571元/平",VR看装修 房本满五年 随时看房 
高层稀有大三房 南北对流格局 阳台直望江广州塔,富力天禧花园,车陂,3室2厅 ,135.52, 南 , 其他 ,32,2015, 塔楼,12, 一年前发布,13500000.0,"99,617元/平",近地铁 VR看装修 房本满两年 随时看房 
电子五所  正南向两房  急卖,电子五所宿舍,粤垦,2室1厅 ,69.79, 南 , 简装 ,9,1998, 塔楼,0, 1个月以前发布,3450000.0,"49,435元/平",VR看装修 房本满五年 随时看房 
汇豪大厦  4房2厅2卫  业主诚心放卖,汇豪大厦,珠江新城东,4室2厅 ,174.96, 东南 , 精装 ,29,1998, 塔楼,41, 一年前发布,16000000.0,"91,450元/平",近地铁 VR看装修 房本满五年 随时看房 
依山伴水，空气清新，小区环境优美~业主诚心卖,保利林海山庄,龙洞,3室2厅 ,110.14, 东南 , 精装 ,24,2008, 塔楼,22, 2个月以前发布,5900000.0,"53,569元/平",VR房源 房本满五年 随时看房 
边检大院 东南向三房 采光通风好 楼龄新,边检大院,龙口西,3室2厅 ,107.31, 东南 , 其他 ,19,2007, 板楼,3, 1个月以前发布,8150000.0,"75,949元/平",VR看装修 房本满五年 随时看房 
此房满五 格局方正实用 双阳台 安静宜居,商检宿舍,龙口西,3室2厅 ,144.36, 西南 , 精装 ,20,1997, 板塔结合,0, 2个月以前发布,12000000.0,"83,126元/平",近地铁 VR房源 房本满五年 随时看房 
